101,13604905.33
102,13604905.33
103,12779467.42
104,15222465.59
105,15888132.36
106,11024617.19
107,11788543.47
108,14163018.29
109,11415572.4
110,11727024.83
111,16760707.94
112,13570577.4
113,12774033.83
114,11630291.85
201,10969697.25
202,9380665.915
203,11955637.42
204,12610733.89
205,11283955.93
206,17123168.48
207,17097564.32
208,16620744.97
209,10753301.6
210,17545927.25
211,18369242.61
212,13686123.57
213,12331412.98
301,10860624.4
302,13073182.16
303,15329659.65
304,14439428.61
305,11121972.71
306,14719064.39
307,11886784.81
308,12065418.42
309,12375627.93
310,12244118.14
311,11693805.48
312,11487637.13
313,11506874.84
401,13319649.91
402,11144264.62
403,11232953.52
404,11063256.24
405,10505991.5
406,11507221.56
407,15530242.28
408,10137128.07
409,15329835.57
410,12783068.35
411,12568386.87
412,12028899.81
413,8657629.535
414,11681821.47
501,17232717.59
502,15604015.69
503,13940701.12
504,14385754.81
505,12703335
506,7250934.855
507,12295387.72
508,14788652.41
509,16260250.68
510,15036678.14
511,9705859.117
512,11712580.49
601,8852596.579
602,13185195.66
603,13908651.44
604,13795793.56
605,13694430.68
606,10440771.08
607,10817055.66
608,8265883.377
609,10844218.97
610,8819085.138
611,9657179.433
612,7254637.308
