GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
Id,Id2,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Median income (dollars); Estimate; Households,Median income (dollars); Margin of Error; Households,Total; Estimate; Households - One race-- - White,Total; Margin of Error; Households - One race-- - White,Median income (dollars); Estimate; Households - One race-- - White,Median income (dollars); Margin of Error; Households - One race-- - White,Total; Estimate; Households - One race-- - Black or African American,Total; Margin of Error; Households - One race-- - Black or African American,Median income (dollars); Estimate; Households - One race-- - Black or African American,Median income (dollars); Margin of Error; Households - One race-- - Black or African American,Total; Estimate; Households - One race-- - American Indian and Alaska Native,Total; Margin of Error; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Margin of Error; Households - One race-- - American Indian and Alaska Native,Total; Estimate; Households - One race-- - Asian,Total; Margin of Error; Households - One race-- - Asian,Median income (dollars); Estimate; Households - One race-- - Asian,Median income (dollars); Margin of Error; Households - One race-- - Asian,Total; Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; Households - One race-- - Some other race,Total; Margin of Error; Households - One race-- - Some other race,Median income (dollars); Estimate; Households - One race-- - Some other race,Median income (dollars); Margin of Error; Households - One race-- - Some other race,Total; Estimate; Households - Two or more races,Total; Margin of Error; Households - Two or more races,Median income (dollars); Estimate; Households - Two or more races,Median income (dollars); Margin of Error; Households - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),Median income (dollars); Estimate; Hispanic or Latino origin (of any race),Median income (dollars); Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Median income (dollars); Estimate; White alone, not Hispanic or Latino","Median income (dollars); Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Estimate; FAMILIES - Families,Total; Margin of Error; FAMILIES - Families,Median income (dollars); Estimate; FAMILIES - Families,Median income (dollars); Margin of Error; FAMILIES - Families,Total; Estimate; FAMILIES - Families - With own children under 18 years,Total; Margin of Error; FAMILIES - Families - With own children under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With own children under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With own children under 18 years,Total; Estimate; FAMILIES - Families - With no own children under 18 years,Total; Margin of Error; FAMILIES - Families - With no own children under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With no own children under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With no own children under 18 years,Total; Estimate; FAMILIES - Families - Married-couple families,Total; Margin of Error; FAMILIES - Families - Married-couple families,Median income (dollars); Estimate; FAMILIES - Families - Married-couple families,Median income (dollars); Margin of Error; FAMILIES - Families - Married-couple families,"Total; Estimate; FAMILIES - Families - Female householder, no husband present","Total; Margin of Error; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Estimate; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Margin of Error; FAMILIES - Families - Female householder, no husband present","Total; Estimate; FAMILIES - Families - Male householder, no wife present","Total; Margin of Error; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Estimate; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Margin of Error; FAMILIES - Families - Male householder, no wife present",Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months
0400000US13,13,Georgia,3518097,10972,49179,208,64.0,0.1,56342,310,29.8,0.1,36055,260,0.3,0.1,40434,4030,2.8,0.1,63460,1414,0.0,0.1,45466,16895,2.0,0.1,32816,886,1.2,0.1,47272,1971,6.0,0.1,36926,710,60.4,0.1,57654,339,4.3,0.1,23150,655,37.1,0.1,52341,362,39.6,0.1,58167,434,19.0,0.1,35366,358,2400096,10777,58755,330,46.4,0.2,55584,463,53.6,0.2,61092,355,70.7,0.3,73295,466,22.5,0.2,28309,460,6.9,0.1,39252,810,1118001,6632,30307,255,54.1,0.3,26403,298,47.2,0.3,24493,315,6.9,0.2,46568,1561,45.9,0.3,34950,491,36.3,0.3,31456,385,9.6,0.2,52108,1124,32.1,(X),(X),(X),32.9,(X),(X),(X),28.8,(X),(X),(X)
8600000US30002,30002,ZCTA5 30002,2594,197,50174,8280,58.0,5.2,73859,13198,33.7,5.4,25369,6942,0.0,1.5,-,**,7.6,3.6,43750,151007,0.0,1.5,-,**,0.4,0.7,-,**,0.3,0.5,-,**,3.8,2.1,22159,58759,56.3,5.1,74336,16130,1.5,1.5,9028,22225,40.7,6.8,37782,13326,44.0,6.0,68349,13501,13.8,2.7,40223,5023,1495,184,69732,13868,50.7,9.0,71250,42175,49.3,9.0,69646,14008,60.7,8.7,106875,34849,30.8,8.0,27768,29582,8.4,5.3,45172,24010,1099,162,35890,3967,58.8,8.9,37674,3969,48.1,9.0,35240,9649,10.6,5.0,110795,102243,41.2,8.9,32554,28383,30.1,8.9,16975,25541,11.1,5.7,34565,71861,22.3,(X),(X),(X),18.5,(X),(X),(X),27.5,(X),(X),(X)
8600000US30004,30004,ZCTA5 30004,19416,561,95922,2672,78.1,2.3,100139,9095,10.6,1.7,66009,8032,0.1,0.1,-,**,8.5,1.3,97215,14844,0.0,0.2,-,**,1.3,0.8,56750,72842,1.4,0.6,82500,37790,6.0,1.3,72750,24136,73.9,2.5,103567,9229,1.4,1.0,49962,24372,43.7,2.3,95675,4931,42.3,2.4,121698,11517,12.5,1.3,52188,7145,15173,517,111626,7161,56.4,3.1,118329,8882,43.6,3.1,96821,10752,84.2,2.2,126573,9223,11.8,2.0,55353,3336,3.9,1.5,75179,33535,4243,501,63522,8983,50.6,6.3,58132,8290,45.3,6.4,56449,8404,5.3,2.6,69665,14501,49.4,6.3,70095,9858,41.8,6.2,58021,16520,7.6,3.7,123333,28221,29.0,(X),(X),(X),28.6,(X),(X),(X),28.7,(X),(X),(X)
8600000US30005,30005,ZCTA5 30005,11897,423,102230,8168,67.1,3.0,115830,9778,9.2,2.4,55212,6523,0.0,0.3,-,**,19.9,2.5,111088,27632,0.1,0.2,-,**,1.5,1.1,17083,21112,2.2,1.1,63056,88910,5.7,1.8,65161,10840,63.1,3.5,118310,10791,1.5,1.6,21701,25657,43.8,2.8,99047,9332,45.4,2.8,132308,17416,9.3,1.7,45781,14854,9392,502,122719,9503,67.2,3.1,128375,10113,32.8,3.1,109755,12886,88.6,2.8,131313,7870,8.0,2.4,54911,36573,3.4,1.6,64855,15467,2505,386,53205,10413,52.9,6.8,46875,12957,49.7,7.1,43816,14908,3.1,2.4,96579,60056,47.1,6.8,66289,30344,39.4,6.7,57736,29706,7.7,3.8,183646,33381,31.7,(X),(X),(X),33.9,(X),(X),(X),23.4,(X),(X),(X)
8600000US30008,30008,ZCTA5 30008,10061,522,42707,3761,46.9,3.5,44169,4912,42.7,3.2,40690,6695,0.1,0.2,-,**,2.1,0.9,49250,21434,0.0,0.4,-,**,6.7,2.3,37973,24853,1.5,1.0,70683,32153,20.5,2.9,35084,7899,34.8,2.9,53053,9077,4.8,1.8,33500,23651,50.3,3.8,45129,10250,33.4,3.1,44651,9971,11.6,1.7,38144,11753,7088,461,44785,5931,51.5,4.7,34044,4575,48.5,4.7,54435,7363,60.2,4.7,63778,7415,30.2,4.0,27117,3332,9.7,2.9,32448,30468,2973,379,32255,7602,59.1,7.3,27144,5496,51.9,7.1,29375,6010,7.2,3.8,21681,16418,40.9,7.3,50690,21500,23.1,6.6,29227,7591,17.8,5.9,54851,4427,36.8,(X),(X),(X),38.5,(X),(X),(X),26.8,(X),(X),(X)
8600000US30009,30009,ZCTA5 30009,5829,369,72798,8957,78.0,3.6,80694,9891,10.8,3.0,24325,14022,0.0,0.7,-,**,8.3,2.7,88371,16634,0.0,0.7,-,**,1.5,1.6,-,**,1.4,1.1,56875,76959,7.3,3.4,32596,35678,72.2,4.1,83183,10597,2.1,1.4,55809,17102,37.8,4.8,74890,30427,37.8,3.9,95245,12268,22.3,3.5,32391,14717,3860,321,95278,8954,53.3,7.0,94867,13463,46.7,7.0,95450,17322,76.8,6.2,108924,5125,19.0,5.2,44875,18434,4.2,3.1,57390,73611,1969,275,39547,5778,56.6,8.7,24844,9902,52.8,8.2,22274,8447,3.8,2.7,96359,40228,43.4,8.7,60139,25363,32.5,8.8,53904,17199,10.9,6.1,105742,49205,28.9,(X),(X),(X),31.6,(X),(X),(X),23.7,(X),(X),(X)
8600000US30011,30011,ZCTA5 30011,4978,305,53907,3841,86.6,3.5,54828,5053,7.2,2.9,51833,26619,0.8,0.7,28125,53786,3.3,2.2,47112,8343,0.0,0.8,-,**,1.1,1.0,56750,77747,1.0,0.8,80455,85273,7.8,3.4,40938,40560,80.5,4.3,55250,5313,3.8,1.8,40859,24496,40.9,4.0,55905,12352,42.0,3.6,57128,9900,13.3,2.7,47250,13068,3805,269,63003,8936,50.1,4.9,54912,9816,49.9,4.9,68672,7996,77.4,4.9,72024,6535,14.3,4.0,42768,7698,8.3,3.5,47105,12268,1173,226,26658,7060,51.9,10.4,28206,3416,43.5,10.2,28548,3386,8.4,5.2,16683,21762,48.1,10.4,19095,13523,33.5,9.9,14313,12888,14.6,6.0,55625,54607,29.2,(X),(X),(X),29.5,(X),(X),(X),22.1,(X),(X),(X)
8600000US30012,30012,ZCTA5 30012,8777,345,42890,3981,54.1,3.1,45017,5998,41.1,2.9,41769,3868,0.3,0.4,41563,120611,0.7,0.4,61087,26077,0.0,0.5,-,**,3.1,1.3,60000,51575,0.7,0.6,30833,27592,11.6,1.7,35893,9788,46.5,2.8,47525,3781,3.9,1.4,18458,10583,34.6,3.0,47385,5462,41.1,2.8,50354,6352,20.5,1.8,27359,3016,6135,399,47892,3232,49.7,4.1,42536,5410,50.3,4.1,51414,7570,59.4,4.7,60138,6728,31.6,4.8,31420,4318,9.0,3.2,39063,15831,2642,323,30019,4152,53.4,6.8,26771,4030,45.5,6.6,21806,5896,7.9,4.1,60625,19077,46.6,6.8,33681,11433,33.3,6.3,28194,9583,13.2,4.8,48909,16490,28.9,(X),(X),(X),27.3,(X),(X),(X),29.3,(X),(X),(X)
8600000US30013,30013,ZCTA5 30013,8733,385,54572,3494,37.5,2.7,56491,7208,56.4,3.2,53621,3269,1.3,1.1,19115,129572,2.0,0.7,66719,19696,0.0,0.5,-,**,1.5,1.1,65776,55612,1.3,0.7,49211,34120,5.8,2.1,45769,21290,34.6,2.7,57229,8590,3.8,1.8,39205,25991,38.0,3.0,51540,6181,40.5,3.5,63983,7544,17.8,2.1,42297,9177,6468,394,59491,6058,49.6,4.3,50625,6497,50.4,4.3,71310,9201,66.5,3.9,75434,5123,27.8,4.3,35990,7085,5.6,2.2,41701,6597,2265,365,38888,4638,59.5,6.5,39171,4331,54.5,6.7,38884,7826,4.9,3.4,60313,43162,40.5,6.5,36250,12379,35.1,6.8,34825,12841,5.4,4.6,51477,71501,30.8,(X),(X),(X),30.7,(X),(X),(X),28.0,(X),(X),(X)
