GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
Id,Id2,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Median income (dollars); Estimate; Households,Median income (dollars); Margin of Error; Households,Total; Estimate; Households - One race-- - White,Total; Margin of Error; Households - One race-- - White,Median income (dollars); Estimate; Households - One race-- - White,Median income (dollars); Margin of Error; Households - One race-- - White,Total; Estimate; Households - One race-- - Black or African American,Total; Margin of Error; Households - One race-- - Black or African American,Median income (dollars); Estimate; Households - One race-- - Black or African American,Median income (dollars); Margin of Error; Households - One race-- - Black or African American,Total; Estimate; Households - One race-- - American Indian and Alaska Native,Total; Margin of Error; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Margin of Error; Households - One race-- - American Indian and Alaska Native,Total; Estimate; Households - One race-- - Asian,Total; Margin of Error; Households - One race-- - Asian,Median income (dollars); Estimate; Households - One race-- - Asian,Median income (dollars); Margin of Error; Households - One race-- - Asian,Total; Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; Households - One race-- - Some other race,Total; Margin of Error; Households - One race-- - Some other race,Median income (dollars); Estimate; Households - One race-- - Some other race,Median income (dollars); Margin of Error; Households - One race-- - Some other race,Total; Estimate; Households - Two or more races,Total; Margin of Error; Households - Two or more races,Median income (dollars); Estimate; Households - Two or more races,Median income (dollars); Margin of Error; Households - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),Median income (dollars); Estimate; Hispanic or Latino origin (of any race),Median income (dollars); Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Median income (dollars); Estimate; White alone, not Hispanic or Latino","Median income (dollars); Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Estimate; FAMILIES - Families,Total; Margin of Error; FAMILIES - Families,Median income (dollars); Estimate; FAMILIES - Families,Median income (dollars); Margin of Error; FAMILIES - Families,Total; Estimate; FAMILIES - Families - With own children of householder under 18 years,Total; Margin of Error; FAMILIES - Families - With own children of householder under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With own children of householder under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With own children of householder under 18 years,Total; Estimate; FAMILIES - Families - With no own children of householder under 18 years,Total; Margin of Error; FAMILIES - Families - With no own children of householder under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With no own children of householder under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With no own children of householder under 18 years,Total; Estimate; FAMILIES - Families - Married-couple families,Total; Margin of Error; FAMILIES - Families - Married-couple families,Median income (dollars); Estimate; FAMILIES - Families - Married-couple families,Median income (dollars); Margin of Error; FAMILIES - Families - Married-couple families,"Total; Estimate; FAMILIES - Families - Female householder, no husband present","Total; Margin of Error; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Estimate; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Margin of Error; FAMILIES - Families - Female householder, no husband present","Total; Estimate; FAMILIES - Families - Male householder, no wife present","Total; Margin of Error; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Estimate; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Margin of Error; FAMILIES - Families - Male householder, no wife present",Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Estimate; PERCENT ALLOCATED - Household income in the past 12 months,Total; Margin of Error; PERCENT ALLOCATED - Household income in the past 12 months,Median income (dollars); Estimate; PERCENT ALLOCATED - Household income in the past 12 months,Median income (dollars); Margin of Error; PERCENT ALLOCATED - Household income in the past 12 months,Total; Estimate; PERCENT ALLOCATED - Family income in the past 12 months,Total; Margin of Error; PERCENT ALLOCATED - Family income in the past 12 months,Median income (dollars); Estimate; PERCENT ALLOCATED - Family income in the past 12 months,Median income (dollars); Margin of Error; PERCENT ALLOCATED - Family income in the past 12 months,Total; Estimate; PERCENT ALLOCATED - Nonfamily income in the past 12 months,Total; Margin of Error; PERCENT ALLOCATED - Nonfamily income in the past 12 months,Median income (dollars); Estimate; PERCENT ALLOCATED - Nonfamily income in the past 12 months,Median income (dollars); Margin of Error; PERCENT ALLOCATED - Nonfamily income in the past 12 months
0400000US13,13,Georgia,3611706,10039,51037,182,63.0,0.1,58214,312,30.3,0.1,37887,397,0.3,0.1,36149,2507,3.1,0.1,69946,1764,0.0,0.1,35068,7635,1.9,0.1,36965,830,1.4,0.1,49443,1662,6.4,0.1,41157,558,59.0,0.1,59595,321,3.9,0.1,24593,773,35.5,0.1,53084,359,39.6,0.1,61011,374,21.0,0.1,38486,331,2443757,9641,61328,289,45.3,0.2,57178,527,54.7,0.2,64107,360,70.5,0.3,76671,397,22.5,0.2,29679,364,7.0,0.1,41069,670,1167949,5903,31611,258,54.1,0.4,27479,374,46.9,0.4,25367,330,7.2,0.2,49015,1538,45.9,0.4,36732,433,36.3,0.3,32550,542,9.6,0.2,54536,1188,34.8,(X),(X),(X),35.7,(X),(X),(X),31.5,(X),(X),(X)
8600000US28906,28906,ZCTA5 28906,7389,402,36116,2113,95.9,1.0,36388,2194,1.3,0.7,8828,7142,0.8,0.5,14583,12717,0.5,0.3,62014,2086,0.0,0.4,-,**,0.0,0.4,-,**,1.6,0.7,40625,15411,1.5,0.9,-,**,94.5,1.3,36767,2256,0.7,0.4,16250,6042,16.7,2.0,39750,3302,39.2,2.8,41483,3008,43.5,3.0,30902,2895,4894,266,46038,3634,19.6,3.2,42563,15657,80.4,3.2,46323,3272,80.8,3.8,49873,4425,14.0,3.4,32048,7812,5.2,2.1,38295,12409,2495,316,23288,3691,59.2,6.1,20114,6150,52.5,5.5,16165,4842,6.7,3.2,41339,6675,40.8,6.1,28504,5770,34.9,5.9,26360,7631,5.9,3.3,33125,18364,40.8,(X),(X),(X),41.0,(X),(X),(X),39.3,(X),(X),(X)
8600000US30002,30002,ZCTA5 30002,2709,177,48403,9679,59.7,4.5,79079,15639,34.1,4.8,24755,6129,0.0,1.4,-,**,4.6,2.1,-,**,0.0,1.4,-,**,0.3,0.5,-,**,1.2,1.6,-,**,2.4,1.5,55987,26123,57.9,4.6,79539,18513,4.0,2.5,20685,9694,36.1,4.9,52697,18315,39.8,4.9,60167,16409,20.1,3.5,41435,7703,1330,160,94250,32484,48.3,7.2,81875,47922,51.7,7.2,98571,33204,64.9,6.7,135150,18462,27.3,6.7,28047,9985,7.8,4.3,-,**,1379,177,33785,5848,53.6,7.6,38319,5386,47.5,6.7,37543,7896,6.1,3.6,97857,90102,46.4,7.6,27568,8619,41.6,8.0,25786,9443,4.8,2.4,81250,24485,26.4,(X),(X),(X),25.6,(X),(X),(X),27.0,(X),(X),(X)
8600000US30004,30004,ZCTA5 30004,21156,541,100666,5086,78.8,2.0,104853,10316,9.0,1.4,69266,17301,0.3,0.3,-,**,8.7,1.2,123333,17668,0.2,0.2,-,**,0.8,0.4,101424,79662,2.1,0.8,71982,34387,9.7,1.6,70448,4914,71.0,2.5,111793,8647,0.7,0.4,51336,22670,40.9,2.4,94513,9137,44.9,2.6,132212,17033,13.5,1.5,57382,9273,16743,556,114780,7478,57.4,2.6,116581,4776,42.6,2.6,106964,11582,83.3,2.2,126785,10350,13.4,2.1,57587,3687,3.3,1.1,78750,37979,4413,486,61793,7425,64.4,6.1,50389,5438,56.0,6.2,47733,5930,8.4,3.8,71250,27548,35.6,6.1,80553,17618,28.3,6.0,71671,16477,7.3,3.2,105000,16378,28.6,(X),(X),(X),29.2,(X),(X),(X),24.8,(X),(X),(X)
8600000US30005,30005,ZCTA5 30005,12639,375,119411,10265,63.9,2.8,129912,11085,8.8,1.9,57222,25668,0.4,0.4,-,**,23.3,2.4,104905,23445,0.1,0.1,-,**,0.9,0.9,"250,000+",***,2.7,1.1,-,**,4.5,1.2,137768,55536,61.0,2.8,129545,11091,0.4,0.4,-,**,40.0,2.7,100335,6007,50.3,2.6,150404,8773,9.3,1.2,65588,14416,10489,335,132360,8002,63.6,3.0,133405,11615,36.4,3.0,128026,18576,87.1,2.5,143020,9830,8.7,2.0,51655,20235,4.1,1.7,82656,48398,2150,337,53190,8092,47.3,7.0,45094,11220,45.2,6.9,41250,11181,2.1,1.8,97054,18617,52.7,7.0,57105,24337,43.9,7.6,56974,15748,8.8,5.1,-,**,29.3,(X),(X),(X),31.7,(X),(X),(X),17.7,(X),(X),(X)
8600000US30008,30008,ZCTA5 30008,10657,436,44509,4331,41.9,3.1,52324,11199,43.0,2.8,41887,8671,0.1,0.2,-,**,1.5,0.6,60600,15509,0.0,0.4,-,**,11.9,2.6,34506,10948,1.7,0.9,49432,46132,22.8,3.3,35920,3003,32.0,3.0,61834,6501,4.3,1.8,34896,11394,49.5,3.2,44922,5999,33.6,3.2,55543,8183,12.5,1.8,34425,5978,7465,505,42479,5128,56.4,4.3,37151,1894,43.6,4.3,62517,7795,57.7,3.9,69717,8071,31.8,3.9,33234,7362,10.5,3.0,27250,14348,3192,370,38277,6800,56.4,7.2,34010,12122,48.5,6.5,32713,10747,7.9,4.8,45101,28991,43.6,7.2,39320,9392,24.4,6.2,38772,11163,19.2,5.5,40000,28690,40.8,(X),(X),(X),41.6,(X),(X),(X),34.5,(X),(X),(X)
8600000US30009,30009,ZCTA5 30009,6248,357,75725,7572,74.5,3.6,80469,11196,11.6,3.2,39625,31012,0.0,0.6,-,**,11.7,2.9,84000,28745,0.0,0.6,-,**,1.6,1.2,43924,41136,0.6,0.5,53583,30534,6.3,2.5,67674,35196,68.9,3.6,84980,9471,0.4,0.4,48333,40455,34.0,4.7,74423,12294,41.6,4.6,91555,19571,24.0,3.4,42250,9092,3866,324,90833,13996,46.8,6.0,89453,18799,53.2,6.0,92366,20647,72.6,6.8,110729,19957,21.7,6.2,61179,10955,5.8,3.0,90964,44358,2382,328,47014,11529,64.8,8.9,44115,8994,56.3,9.1,39375,8136,8.4,3.7,113850,22722,35.2,8.9,70469,44598,29.0,7.7,62639,40132,6.2,4.9,-,**,32.1,(X),(X),(X),33.5,(X),(X),(X),29.9,(X),(X),(X)
8600000US30011,30011,ZCTA5 30011,4669,328,59442,5855,85.2,4.3,57386,4737,8.4,3.7,86021,21242,0.9,1.0,-,**,1.6,0.8,54474,17319,0.0,0.8,-,**,2.2,2.0,80323,20820,1.8,1.2,-,**,9.0,3.6,72744,32803,79.1,4.9,57023,3961,1.2,0.7,34167,25095,37.1,4.0,61296,13066,46.7,4.4,65605,11467,14.9,2.5,36761,6081,3655,316,71782,7406,48.2,5.2,77778,15420,51.8,5.2,64971,12834,79.9,3.8,80817,7397,15.4,3.9,27153,5155,4.7,1.6,46188,8117,1014,199,29844,8862,42.8,7.8,29063,11356,36.9,8.3,28594,10828,5.9,4.5,34000,32642,57.2,7.8,30500,15088,46.0,9.4,22273,14133,11.2,5.1,58500,26126,33.1,(X),(X),(X),32.8,(X),(X),(X),30.7,(X),(X),(X)
8600000US30012,30012,ZCTA5 30012,9040,414,37450,4205,53.7,2.7,37623,5585,42.9,2.9,37240,8165,0.1,0.1,-,**,0.8,0.5,-,**,0.4,0.6,-,**,1.1,0.7,-,**,1.1,1.1,77969,50085,12.3,2.1,23487,8245,43.3,2.6,43125,5070,3.8,1.6,14608,2888,34.3,3.0,31904,3830,39.3,3.0,47553,6768,22.6,2.5,31949,5760,5884,426,42234,3593,47.5,4.6,29754,5824,52.5,4.6,51179,6904,58.9,4.1,54820,7081,32.1,4.0,25727,6734,9.0,2.4,32768,22732,3156,379,27557,4064,54.7,6.3,26512,6908,42.7,5.9,20011,2780,12.0,5.5,56826,20489,45.3,6.3,28848,7986,35.9,6.5,27071,10968,9.4,4.4,33148,11546,34.9,(X),(X),(X),33.5,(X),(X),(X),37.3,(X),(X),(X)
