GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC01,HC01_MOE_VC01,HC02_EST_VC01,HC02_MOE_VC01,HC03_EST_VC01,HC03_MOE_VC01,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC03_EST_VC02,HC03_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC03_EST_VC04,HC03_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC03_EST_VC05,HC03_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC03_EST_VC06,HC03_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC03_EST_VC07,HC03_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC03_EST_VC08,HC03_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC03_EST_VC09,HC03_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC03_EST_VC10,HC03_MOE_VC10,HC01_EST_VC11,HC01_MOE_VC11,HC02_EST_VC11,HC02_MOE_VC11,HC03_EST_VC11,HC03_MOE_VC11,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC03_EST_VC12,HC03_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC03_EST_VC13,HC03_MOE_VC13,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC03_EST_VC15,HC03_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC03_EST_VC16,HC03_MOE_VC16,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC03_EST_VC19,HC03_MOE_VC19,HC01_EST_VC20,HC01_MOE_VC20,HC02_EST_VC20,HC02_MOE_VC20,HC03_EST_VC20,HC03_MOE_VC20,HC01_EST_VC21,HC01_MOE_VC21,HC02_EST_VC21,HC02_MOE_VC21,HC03_EST_VC21,HC03_MOE_VC21,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC03_EST_VC22,HC03_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC03_EST_VC23,HC03_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC03_EST_VC24,HC03_MOE_VC24,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC03_EST_VC27,HC03_MOE_VC27
Id,Id2,Geography,Total; Estimate; Population 16 years and over with earnings,Total; Margin of Error; Population 16 years and over with earnings,Male; Estimate; Population 16 years and over with earnings,Male; Margin of Error; Population 16 years and over with earnings,Female; Estimate; Population 16 years and over with earnings,Female; Margin of Error; Population 16 years and over with earnings,Total; Estimate; Median earnings (dollars),Total; Margin of Error; Median earnings (dollars),Male; Estimate; Median earnings (dollars),Male; Margin of Error; Median earnings (dollars),Female; Estimate; Median earnings (dollars),Female; Margin of Error; Median earnings (dollars),"Total; Estimate; Full-time, year-round workers with earnings","Total; Margin of Error; Full-time, year-round workers with earnings","Male; Estimate; Full-time, year-round workers with earnings","Male; Margin of Error; Full-time, year-round workers with earnings","Female; Estimate; Full-time, year-round workers with earnings","Female; Margin of Error; Full-time, year-round workers with earnings","Total; Estimate; Full-time, year-round workers with earnings - $1 to $9,999 or loss","Total; Margin of Error; Full-time, year-round workers with earnings - $1 to $9,999 or loss","Male; Estimate; Full-time, year-round workers with earnings - $1 to $9,999 or loss","Male; Margin of Error; Full-time, year-round workers with earnings - $1 to $9,999 or loss","Female; Estimate; Full-time, year-round workers with earnings - $1 to $9,999 or loss","Female; Margin of Error; Full-time, year-round workers with earnings - $1 to $9,999 or loss","Total; Estimate; Full-time, year-round workers with earnings - $10,000 to $14,999","Total; Margin of Error; Full-time, year-round workers with earnings - $10,000 to $14,999","Male; Estimate; Full-time, year-round workers with earnings - $10,000 to $14,999","Male; Margin of Error; Full-time, year-round workers with earnings - $10,000 to $14,999","Female; Estimate; Full-time, year-round workers with earnings - $10,000 to $14,999","Female; Margin of Error; Full-time, year-round workers with earnings - $10,000 to $14,999","Total; Estimate; Full-time, year-round workers with earnings - $15,000 to $24,999","Total; Margin of Error; Full-time, year-round workers with earnings - $15,000 to $24,999","Male; Estimate; Full-time, year-round workers with earnings - $15,000 to $24,999","Male; Margin of Error; Full-time, year-round workers with earnings - $15,000 to $24,999","Female; Estimate; Full-time, year-round workers with earnings - $15,000 to $24,999","Female; Margin of Error; Full-time, year-round workers with earnings - $15,000 to $24,999","Total; Estimate; Full-time, year-round workers with earnings - $25,000 to $34,999","Total; Margin of Error; Full-time, year-round workers with earnings - $25,000 to $34,999","Male; Estimate; Full-time, year-round workers with earnings - $25,000 to $34,999","Male; Margin of Error; Full-time, year-round workers with earnings - $25,000 to $34,999","Female; Estimate; Full-time, year-round workers with earnings - $25,000 to $34,999","Female; Margin of Error; Full-time, year-round workers with earnings - $25,000 to $34,999","Total; Estimate; Full-time, year-round workers with earnings - $35,000 to $49,999","Total; Margin of Error; Full-time, year-round workers with earnings - $35,000 to $49,999","Male; Estimate; Full-time, year-round workers with earnings - $35,000 to $49,999","Male; Margin of Error; Full-time, year-round workers with earnings - $35,000 to $49,999","Female; Estimate; Full-time, year-round workers with earnings - $35,000 to $49,999","Female; Margin of Error; Full-time, year-round workers with earnings - $35,000 to $49,999","Total; Estimate; Full-time, year-round workers with earnings - $50,000 to $64,999","Total; Margin of Error; Full-time, year-round workers with earnings - $50,000 to $64,999","Male; Estimate; Full-time, year-round workers with earnings - $50,000 to $64,999","Male; Margin of Error; Full-time, year-round workers with earnings - $50,000 to $64,999","Female; Estimate; Full-time, year-round workers with earnings - $50,000 to $64,999","Female; Margin of Error; Full-time, year-round workers with earnings - $50,000 to $64,999","Total; Estimate; Full-time, year-round workers with earnings - $65,000 to $74,999","Total; Margin of Error; Full-time, year-round workers with earnings - $65,000 to $74,999","Male; Estimate; Full-time, year-round workers with earnings - $65,000 to $74,999","Male; Margin of Error; Full-time, year-round workers with earnings - $65,000 to $74,999","Female; Estimate; Full-time, year-round workers with earnings - $65,000 to $74,999","Female; Margin of Error; Full-time, year-round workers with earnings - $65,000 to $74,999","Total; Estimate; Full-time, year-round workers with earnings - $75,000 to $99,999","Total; Margin of Error; Full-time, year-round workers with earnings - $75,000 to $99,999","Male; Estimate; Full-time, year-round workers with earnings - $75,000 to $99,999","Male; Margin of Error; Full-time, year-round workers with earnings - $75,000 to $99,999","Female; Estimate; Full-time, year-round workers with earnings - $75,000 to $99,999","Female; Margin of Error; Full-time, year-round workers with earnings - $75,000 to $99,999","Total; Estimate; Full-time, year-round workers with earnings - $100,000 or more","Total; Margin of Error; Full-time, year-round workers with earnings - $100,000 or more","Male; Estimate; Full-time, year-round workers with earnings - $100,000 or more","Male; Margin of Error; Full-time, year-round workers with earnings - $100,000 or more","Female; Estimate; Full-time, year-round workers with earnings - $100,000 or more","Female; Margin of Error; Full-time, year-round workers with earnings - $100,000 or more",Total; Estimate; Median earnings (dollars),Total; Margin of Error; Median earnings (dollars),Male; Estimate; Median earnings (dollars),Male; Margin of Error; Median earnings (dollars),Female; Estimate; Median earnings (dollars),Female; Margin of Error; Median earnings (dollars),Total; Estimate; Mean earnings (dollars),Total; Margin of Error; Mean earnings (dollars),Male; Estimate; Mean earnings (dollars),Male; Margin of Error; Mean earnings (dollars),Female; Estimate; Mean earnings (dollars),Female; Margin of Error; Mean earnings (dollars),Total; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings,Total; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings,Male; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings,Male; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings,Female; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings,Female; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings,Total; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Less than high school graduate,Total; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Less than high school graduate,Male; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Less than high school graduate,Male; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Less than high school graduate,Female; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Less than high school graduate,Female; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Less than high school graduate,Total; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - High school graduate (includes equivalency),Total; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - High school graduate (includes equivalency),Male; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - High school graduate (includes equivalency),Male; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - High school graduate (includes equivalency),Female; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - High school graduate (includes equivalency),Female; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - High school graduate (includes equivalency),Total; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Some college or associate's degree,Total; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Some college or associate's degree,Male; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Some college or associate's degree,Male; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Some college or associate's degree,Female; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Some college or associate's degree,Female; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Some college or associate's degree,Total; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Bachelor's degree,Total; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Bachelor's degree,Male; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Bachelor's degree,Male; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Bachelor's degree,Female; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Bachelor's degree,Female; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Bachelor's degree,Total; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Graduate or professional degree,Total; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Graduate or professional degree,Male; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Graduate or professional degree,Male; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Graduate or professional degree,Female; Estimate; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Graduate or professional degree,Female; Margin of Error; MEDIAN EARNINGS BY EDUCATIONAL ATTAINMENT - Population 25 years and over with earnings - Graduate or professional degree,Total; Estimate; PERCENT IMPUTED - Earnings in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Earnings in the past 12 months,Male; Estimate; PERCENT IMPUTED - Earnings in the past 12 months,Male; Margin of Error; PERCENT IMPUTED - Earnings in the past 12 months,Female; Estimate; PERCENT IMPUTED - Earnings in the past 12 months,Female; Margin of Error; PERCENT IMPUTED - Earnings in the past 12 months
0400000US13,13,Georgia,4938989,11972,2576903,6525,2362086,9524,29656,171,33740,247,25047,146,3189257,9804,1794674,7201,1394583,7024,2.1,0.1,1.8,0.1,2.5,0.1,4.6,0.1,3.5,0.1,6.0,0.2,16.1,0.2,13.9,0.2,18.9,0.3,17.9,0.2,16.4,0.2,19.7,0.3,20.1,0.2,19.4,0.3,21.0,0.3,14.4,0.2,14.7,0.2,14.0,0.3,5.6,0.1,5.9,0.1,5.2,0.2,8.2,0.1,9.4,0.2,6.6,0.2,11.0,0.1,14.9,0.2,6.1,0.2,(X),(X),45201,234,36535,172,55675,267,63368,372,45774,285,33793,205,39774,271,29207,212,19611,249,22017,220,15281,259,26350,147,30939,159,21551,200,31673,134,38643,408,26863,197,49989,467,61217,509,41043,328,61370,324,79303,1146,52829,512,20.8,(X),(X),(X),(X),(X)
8600000US30002,30002,ZCTA5 30002,3224,305,1670,211,1554,177,36056,6302,38556,10300,33152,8144,1996,213,1147,161,849,139,1.0,1.0,0.7,1.1,1.3,1.8,5.9,3.3,6.7,5.2,4.8,4.3,15.2,4.9,14.5,6.4,16.1,7.5,4.9,2.3,6.0,3.6,3.3,2.5,12.8,4.3,10.9,6.0,15.4,6.1,14.6,4.2,12.5,5.7,17.6,6.8,3.4,1.7,2.9,2.5,4.1,3.3,13.0,4.0,13.3,5.8,12.5,5.7,29.3,4.8,32.5,7.4,24.9,8.4,(X),(X),63750,17246,56550,9578,82460,9777,90591,17905,71476,10489,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),15.5,(X),(X),(X),(X),(X)
8600000US30004,30004,ZCTA5 30004,32401,1263,17641,887,14760,897,51053,2604,74720,7848,35676,3267,23282,1080,14617,826,8665,648,1.4,0.8,0.7,0.5,2.5,2.1,1.1,0.5,1.0,0.8,1.4,0.8,9.6,2.3,8.4,3.3,11.7,3.8,8.1,1.8,6.2,2.0,11.3,3.4,13.7,2.3,9.5,2.2,20.8,4.1,11.3,1.9,9.6,2.5,14.2,3.6,6.9,1.2,6.3,1.5,7.8,2.4,13.1,2.0,13.1,2.7,13.1,3.2,34.8,2.5,45.3,3.1,17.1,3.2,(X),(X),91661,4404,52152,5370,102814,5975,125256,8499,64956,5186,58126,3491,84963,10071,40156,4350,22453,3932,26957,11651,20179,14178,26425,4115,24754,8784,27132,3252,37297,6714,39620,12174,34479,9900,72444,4163,103072,8506,41477,6399,92776,7678,121989,29425,52917,5238,16.3,(X),(X),(X),(X),(X)
8600000US30005,30005,ZCTA5 30005,19914,965,11450,742,8464,570,53828,4800,81700,9696,36580,1684,14027,777,9141,553,4886,523,0.7,0.4,0.6,0.5,0.8,0.9,2.3,1.0,1.6,1.0,3.7,2.0,6.4,2.2,7.2,3.3,5.0,2.3,6.0,1.6,3.8,1.7,10.3,3.8,15.7,2.5,10.5,3.0,25.4,5.2,11.8,2.5,8.4,2.8,18.3,4.5,6.1,2.0,6.9,2.9,4.7,2.1,14.1,2.3,13.7,3.1,14.8,4.4,36.8,3.2,47.4,4.5,17.0,3.8,(X),(X),93819,8945,52548,3810,101071,6674,118393,9439,68663,6525,62379,4379,92024,4380,40596,4038,23388,1983,23226,17622,23750,13833,23556,7325,20718,15230,26583,5002,40018,6385,55203,9139,27043,8726,80737,10364,101250,6672,45671,7355,86814,8663,120181,21493,52636,5688,18.6,(X),(X),(X),(X),(X)
8600000US30008,30008,ZCTA5 30008,17275,1098,9554,750,7721,630,23419,1607,24206,1830,22052,2224,9767,761,5297,540,4470,547,2.5,1.1,2.4,1.6,2.6,1.8,4.6,2.0,3.6,2.7,5.7,3.2,23.6,3.7,21.9,5.3,25.6,5.1,19.2,3.2,19.5,4.4,18.8,4.9,17.8,3.5,16.6,4.7,19.3,5.3,13.9,2.5,17.0,4.1,10.2,3.3,3.9,1.8,2.7,1.7,5.3,3.0,6.1,1.8,6.2,2.4,5.9,2.4,8.4,2.8,9.9,3.1,6.5,3.2,(X),(X),36177,3100,32393,4329,50358,6083,54219,9061,45784,5338,26218,1791,28394,3550,24878,2210,17893,2085,19529,2694,15411,3663,20316,3122,23414,2439,16966,4016,28624,4316,33309,5408,25573,2447,45250,7738,50118,15541,44041,7729,53708,3082,55813,30848,50526,5305,22.6,(X),(X),(X),(X),(X)
8600000US30009,30009,ZCTA5 30009,7468,749,4100,472,3368,424,50380,7930,60343,8008,40995,3547,4998,608,2878,379,2120,354,2.5,2.3,0.4,0.6,5.3,5.3,0.0,0.7,0.0,1.3,0.0,1.8,9.4,3.9,9.8,4.6,8.8,5.7,7.1,2.8,6.3,4.2,8.2,3.8,13.6,4.0,10.3,4.8,18.2,7.6,16.1,4.8,17.0,5.7,14.9,6.9,9.1,3.4,8.0,4.7,10.7,5.2,13.0,3.0,10.4,3.5,16.5,5.4,29.2,4.8,37.8,6.9,17.5,6.5,(X),(X),74000,9325,60452,6966,82451,7499,94052,11921,66702,7537,(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),(X),16.2,(X),(X),(X),(X),(X)
8600000US30011,30011,ZCTA5 30011,7979,658,4285,398,3694,390,27467,3929,36182,6394,21691,2755,4846,516,2870,344,1976,288,1.5,1.2,1.0,1.2,2.1,2.5,4.7,1.9,2.8,1.7,7.4,3.3,13.9,3.4,11.7,3.5,17.1,7.1,15.5,3.6,13.4,5.0,18.5,5.1,25.1,5.5,22.0,5.2,29.7,9.9,13.5,3.9,15.7,5.8,10.3,3.9,9.1,3.2,10.7,4.7,6.8,4.8,7.1,2.4,9.5,3.5,3.6,2.8,9.6,3.4,13.2,5.2,4.5,3.7,(X),(X),49542,2703,38536,6232,50348,2427,56439,3407,41501,4612,33484,3237,41423,1975,25740,5751,15625,12027,22000,18588,10500,10300,26234,2105,27679,7887,17378,13058,39557,5432,45387,7325,31531,8449,50200,10574,66500,21198,19706,2472,65120,20183,84737,21292,52188,16898,19.3,(X),(X),(X),(X),(X)
8600000US30012,30012,ZCTA5 30012,11730,650,6563,492,5167,423,22793,2451,24470,2904,20869,3081,7305,613,4406,527,2899,355,2.7,1.3,2.6,2.0,2.9,2.4,9.3,2.6,9.6,4.1,8.8,3.6,22.6,3.8,22.1,3.8,23.4,7.3,16.2,3.0,14.0,4.3,19.5,5.0,22.7,4.2,21.2,5.3,24.9,5.5,12.5,2.8,14.8,4.3,9.1,3.5,4.7,2.2,6.4,3.7,2.0,1.3,5.1,1.5,4.6,2.1,5.9,2.6,4.3,1.7,4.8,2.1,3.6,2.5,(X),(X),35822,4515,31827,2282,40545,2567,41014,3003,39833,5107,26014,1893,26914,3439,24527,4141,19883,2942,20530,2642,16683,2708,22059,4609,26466,7059,18796,3429,30224,4518,35402,11542,26628,6890,39946,2757,41491,18191,32115,14287,59271,4617,58977,19374,59519,5480,18.2,(X),(X),(X),(X),(X)
8600000US30013,30013,ZCTA5 30013,12603,748,6090,494,6513,441,32011,1774,34368,3712,29615,3514,8628,663,4437,445,4191,422,2.7,1.3,2.1,1.4,3.2,2.4,6.6,2.6,7.9,3.9,5.2,3.2,13.3,3.2,10.4,4.0,16.4,4.4,17.1,3.5,16.2,5.4,17.9,4.2,25.4,3.7,27.9,6.0,22.8,4.8,14.3,2.9,13.2,4.2,15.5,4.0,6.5,1.9,5.9,2.7,7.1,3.3,8.3,1.9,11.0,3.8,5.5,2.5,5.8,2.1,5.4,2.4,6.3,3.3,(X),(X),40841,1459,40069,4774,46759,2658,49290,4079,44080,3022,34515,2768,35873,2709,32835,3065,15714,8066,11545,8158,18484,3194,30582,2206,35458,6299,20944,3727,27772,6241,32023,6005,26497,1926,45833,6136,46348,10624,45133,8771,54847,13694,90035,40933,52095,4088,22.6,(X),(X),(X),(X),(X)
