GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
8600000US30105,30105,ZCTA5 30105,75000,20360
8600000US30106,30106,ZCTA5 30106,45857,7199
8600000US30107,30107,ZCTA5 30107,62456,5667
8600000US30108,30108,ZCTA5 30108,38826,6752
8600000US30110,30110,ZCTA5 30110,45058,7821
8600000US30113,30113,ZCTA5 30113,31966,7190
8600000US30114,30114,ZCTA5 30114,61322,2727
8600000US30115,30115,ZCTA5 30115,74713,4277
8600000US30116,30116,ZCTA5 30116,47137,3358
8600000US30117,30117,ZCTA5 30117,35592,2933
8600000US30118,30118,ZCTA5 30118,-,**
8600000US30120,30120,ZCTA5 30120,47432,3770
8600000US30121,30121,ZCTA5 30121,50153,6468
8600000US30122,30122,ZCTA5 30122,44928,5869
8600000US30124,30124,ZCTA5 30124,40489,10653
8600000US30125,30125,ZCTA5 30125,38853,3617
8600000US30126,30126,ZCTA5 30126,66417,5321
8600000US30127,30127,ZCTA5 30127,72531,2314
8600000US30132,30132,ZCTA5 30132,61870,3573
8600000US30134,30134,ZCTA5 30134,47756,4558
8600000US30135,30135,ZCTA5 30135,60596,2150
8600000US30137,30137,ZCTA5 30137,47105,9414
8600000US30139,30139,ZCTA5 30139,34797,11384
8600000US30141,30141,ZCTA5 30141,51300,3730
8600000US30143,30143,ZCTA5 30143,57376,4733
8600000US30144,30144,ZCTA5 30144,58995,3117
8600000US30145,30145,ZCTA5 30145,62208,4458
8600000US30147,30147,ZCTA5 30147,35560,9130
8600000US30149,30149,ZCTA5 30149,71429,41509
8600000US30152,30152,ZCTA5 30152,79422,7438
8600000US30153,30153,ZCTA5 30153,38800,4990
8600000US30157,30157,ZCTA5 30157,59904,3283
8600000US30161,30161,ZCTA5 30161,38290,2020
8600000US30164,30164,ZCTA5 30164,-,**
8600000US30165,30165,ZCTA5 30165,42729,4204
8600000US30168,30168,ZCTA5 30168,37899,5140
8600000US30170,30170,ZCTA5 30170,47484,5910
8600000US30171,30171,ZCTA5 30171,63216,4085
8600000US30173,30173,ZCTA5 30173,49919,11109
8600000US30175,30175,ZCTA5 30175,42544,6287
8600000US30176,30176,ZCTA5 30176,43627,7006
8600000US30177,30177,ZCTA5 30177,53750,31477
8600000US30178,30178,ZCTA5 30178,55455,17031
8600000US30179,30179,ZCTA5 30179,46638,4711
8600000US30180,30180,ZCTA5 30180,56187,3303
8600000US30182,30182,ZCTA5 30182,46250,11932
8600000US30183,30183,ZCTA5 30183,60772,17837
8600000US30184,30184,ZCTA5 30184,55394,16660
8600000US30185,30185,ZCTA5 30185,51515,5816
8600000US30187,30187,ZCTA5 30187,73377,8011
8600000US30188,30188,ZCTA5 30188,70686,4136
8600000US30189,30189,ZCTA5 30189,78080,5519
8600000US30204,30204,ZCTA5 30204,35787,6123
8600000US30205,30205,ZCTA5 30205,81595,8442
8600000US30206,30206,ZCTA5 30206,54034,10746
8600000US30213,30213,ZCTA5 30213,45566,5168
8600000US30214,30214,ZCTA5 30214,62909,5006
8600000US30215,30215,ZCTA5 30215,87887,5789
8600000US30216,30216,ZCTA5 30216,34022,16142
8600000US30217,30217,ZCTA5 30217,41190,3626
8600000US30218,30218,ZCTA5 30218,40000,14431
8600000US30220,30220,ZCTA5 30220,48438,4597
8600000US30222,30222,ZCTA5 30222,30686,7227
8600000US30223,30223,ZCTA5 30223,35228,2454
8600000US30224,30224,ZCTA5 30224,44332,3438
8600000US30228,30228,ZCTA5 30228,55832,3055
8600000US30230,30230,ZCTA5 30230,39085,6893
8600000US30233,30233,ZCTA5 30233,44800,5906
8600000US30234,30234,ZCTA5 30234,40000,13979
8600000US30236,30236,ZCTA5 30236,42204,2837
8600000US30238,30238,ZCTA5 30238,43604,2864
8600000US30240,30240,ZCTA5 30240,43918,3466
8600000US30241,30241,ZCTA5 30241,41074,2877
8600000US30248,30248,ZCTA5 30248,67650,4875
8600000US30250,30250,ZCTA5 30250,-,**
8600000US30251,30251,ZCTA5 30251,31814,9192
8600000US30252,30252,ZCTA5 30252,70307,2543
8600000US30253,30253,ZCTA5 30253,56358,2764
8600000US30256,30256,ZCTA5 30256,50156,8149
8600000US30257,30257,ZCTA5 30257,47920,3551
8600000US30258,30258,ZCTA5 30258,50417,7340
8600000US30259,30259,ZCTA5 30259,54886,3416
8600000US30260,30260,ZCTA5 30260,40478,4699
8600000US30263,30263,ZCTA5 30263,48060,2174
8600000US30265,30265,ZCTA5 30265,75541,4747
8600000US30268,30268,ZCTA5 30268,50162,4871
8600000US30269,30269,ZCTA5 30269,85064,5460
8600000US30273,30273,ZCTA5 30273,48044,4506
8600000US30274,30274,ZCTA5 30274,37853,1995
8600000US30275,30275,ZCTA5 30275,-,**
8600000US30276,30276,ZCTA5 30276,74016,9676
8600000US30277,30277,ZCTA5 30277,76285,4696
8600000US30281,30281,ZCTA5 30281,52213,2087
8600000US30284,30284,ZCTA5 30284,52188,32939
8600000US30285,30285,ZCTA5 30285,46473,6343
8600000US30286,30286,ZCTA5 30286,34159,3094
8600000US30288,30288,ZCTA5 30288,49479,7219
8600000US30289,30289,ZCTA5 30289,25625,8022
8600000US30290,30290,ZCTA5 30290,87755,9908
8600000US30291,30291,ZCTA5 30291,36022,2351
8600000US30292,30292,ZCTA5 30292,58170,9859
8600000US30293,30293,ZCTA5 30293,41786,10831
8600000US30294,30294,ZCTA5 30294,59539,3225
8600000US30295,30295,ZCTA5 30295,43861,6508
8600000US30296,30296,ZCTA5 30296,49637,4470
8600000US30297,30297,ZCTA5 30297,31465,2386
8600000US30303,30303,ZCTA5 30303,23953,9543
8600000US30305,30305,ZCTA5 30305,89489,9245
8600000US30306,30306,ZCTA5 30306,88201,8438
8600000US30307,30307,ZCTA5 30307,78960,4011
8600000US30308,30308,ZCTA5 30308,57888,3938
8600000US30309,30309,ZCTA5 30309,74932,6060
8600000US30310,30310,ZCTA5 30310,25886,2186
8600000US30311,30311,ZCTA5 30311,25880,1926
8600000US30312,30312,ZCTA5 30312,42169,3606
8600000US30313,30313,ZCTA5 30313,39427,5357
8600000US30314,30314,ZCTA5 30314,25373,2296
8600000US30315,30315,ZCTA5 30315,21210,1536
8600000US30316,30316,ZCTA5 30316,49516,2974
8600000US30317,30317,ZCTA5 30317,55625,4219
8600000US30318,30318,ZCTA5 30318,39523,2755
8600000US30319,30319,ZCTA5 30319,86217,4522
8600000US30322,30322,ZCTA5 30322,-,**
8600000US30324,30324,ZCTA5 30324,61753,4329
8600000US30326,30326,ZCTA5 30326,81071,8499
8600000US30327,30327,ZCTA5 30327,145176,17689
8600000US30328,30328,ZCTA5 30328,71900,4047
8600000US30329,30329,ZCTA5 30329,47898,2626
8600000US30331,30331,ZCTA5 30331,40578,1447
8600000US30332,30332,ZCTA5 30332,-,**
8600000US30334,30334,ZCTA5 30334,-,**
8600000US30336,30336,ZCTA5 30336,31417,17581
8600000US30337,30337,ZCTA5 30337,27775,3018
8600000US30338,30338,ZCTA5 30338,87266,4606
8600000US30339,30339,ZCTA5 30339,69846,6268
8600000US30340,30340,ZCTA5 30340,41179,2682
8600000US30341,30341,ZCTA5 30341,50788,3028
8600000US30342,30342,ZCTA5 30342,72030,12837
8600000US30344,30344,ZCTA5 30344,37264,2572
8600000US30345,30345,ZCTA5 30345,65079,4374
8600000US30346,30346,ZCTA5 30346,67074,14595
8600000US30349,30349,ZCTA5 30349,44987,1789
8600000US30350,30350,ZCTA5 30350,53307,3018
8600000US30354,30354,ZCTA5 30354,30537,5857
8600000US30360,30360,ZCTA5 30360,50594,5370
8600000US30363,30363,ZCTA5 30363,66618,15593
8600000US30401,30401,ZCTA5 30401,33000,4054
8600000US30410,30410,ZCTA5 30410,43158,9999
8600000US30411,30411,ZCTA5 30411,30469,6198
8600000US30415,30415,ZCTA5 30415,50382,12366
8600000US30417,30417,ZCTA5 30417,37893,3456
8600000US30420,30420,ZCTA5 30420,29188,8848
8600000US30421,30421,ZCTA5 30421,35078,9774
8600000US30423,30423,ZCTA5 30423,50833,11207
8600000US30425,30425,ZCTA5 30425,31078,11265
8600000US30426,30426,ZCTA5 30426,40859,36721
8600000US30427,30427,ZCTA5 30427,44488,3924
8600000US30428,30428,ZCTA5 30428,28586,8360
8600000US30429,30429,ZCTA5 30429,43929,10710
8600000US30434,30434,ZCTA5 30434,24156,2954
8600000US30436,30436,ZCTA5 30436,29466,3196
8600000US30439,30439,ZCTA5 30439,30275,2873
8600000US30441,30441,ZCTA5 30441,34554,5562
8600000US30442,30442,ZCTA5 30442,23400,3968
8600000US30445,30445,ZCTA5 30445,32905,4773
8600000US30446,30446,ZCTA5 30446,40132,11510
8600000US30448,30448,ZCTA5 30448,50000,18373
8600000US30449,30449,ZCTA5 30449,37222,2388
8600000US30450,30450,ZCTA5 30450,31389,3059
8600000US30451,30451,ZCTA5 30451,37917,27169
8600000US30452,30452,ZCTA5 30452,38150,8249
8600000US30453,30453,ZCTA5 30453,24851,3060
8600000US30454,30454,ZCTA5 30454,40745,16722
8600000US30455,30455,ZCTA5 30455,27750,4108
8600000US30456,30456,ZCTA5 30456,36250,6450
8600000US30457,30457,ZCTA5 30457,38421,4067
8600000US30458,30458,ZCTA5 30458,27292,2705
8600000US30460,30460,ZCTA5 30460,-,**
8600000US30461,30461,ZCTA5 30461,57582,7175
8600000US30464,30464,ZCTA5 30464,30313,27761
8600000US30467,30467,ZCTA5 30467,34673,2268
8600000US30470,30470,ZCTA5 30470,35288,12408
8600000US30471,30471,ZCTA5 30471,27374,5544
8600000US30473,30473,ZCTA5 30473,40333,6380
8600000US30474,30474,ZCTA5 30474,35955,6188
8600000US30475,30475,ZCTA5 30475,-,**
8600000US30477,30477,ZCTA5 30477,22274,3603
8600000US30501,30501,ZCTA5 30501,38694,5206
8600000US30504,30504,ZCTA5 30504,40893,2990
8600000US30506,30506,ZCTA5 30506,62571,4751
8600000US30507,30507,ZCTA5 30507,44462,2692
8600000US30510,30510,ZCTA5 30510,35498,2701
8600000US30511,30511,ZCTA5 30511,43311,3511
8600000US30512,30512,ZCTA5 30512,40161,3467
8600000US30513,30513,ZCTA5 30513,33120,4403
8600000US30516,30516,ZCTA5 30516,32092,6185
8600000US30517,30517,ZCTA5 30517,72629,7803
8600000US30518,30518,ZCTA5 30518,68115,4785
8600000US30519,30519,ZCTA5 30519,71693,4082
8600000US30520,30520,ZCTA5 30520,32024,6653
8600000US30521,30521,ZCTA5 30521,36016,11846
8600000US30522,30522,ZCTA5 30522,35714,20020
8600000US30523,30523,ZCTA5 30523,44719,2911
8600000US30525,30525,ZCTA5 30525,32706,4484
8600000US30527,30527,ZCTA5 30527,59363,8376
8600000US30528,30528,ZCTA5 30528,38970,4930
8600000US30529,30529,ZCTA5 30529,41547,4280
8600000US30530,30530,ZCTA5 30530,43364,3083
8600000US30531,30531,ZCTA5 30531,35503,2069
8600000US30533,30533,ZCTA5 30533,42442,4183
8600000US30534,30534,ZCTA5 30534,56721,3184
8600000US30535,30535,ZCTA5 30535,48482,7069
8600000US30536,30536,ZCTA5 30536,41227,4401
8600000US30537,30537,ZCTA5 30537,37250,16489
8600000US30538,30538,ZCTA5 30538,44245,9372
8600000US30540,30540,ZCTA5 30540,39966,5601
8600000US30541,30541,ZCTA5 30541,53537,10152
8600000US30542,30542,ZCTA5 30542,68006,2628
8600000US30543,30543,ZCTA5 30543,50770,3258
8600000US30545,30545,ZCTA5 30545,40486,18896
8600000US30546,30546,ZCTA5 30546,36595,3891
8600000US30547,30547,ZCTA5 30547,38981,6646
8600000US30548,30548,ZCTA5 30548,79759,4678
8600000US30549,30549,ZCTA5 30549,57981,4159
8600000US30552,30552,ZCTA5 30552,43047,15205
8600000US30553,30553,ZCTA5 30553,34708,5827
8600000US30554,30554,ZCTA5 30554,52542,2656
8600000US30555,30555,ZCTA5 30555,25263,5744
8600000US30557,30557,ZCTA5 30557,38984,5962
8600000US30558,30558,ZCTA5 30558,39528,4640
8600000US30559,30559,ZCTA5 30559,44063,11089
8600000US30560,30560,ZCTA5 30560,42403,7899
8600000US30562,30562,ZCTA5 30562,22917,8114
8600000US30563,30563,ZCTA5 30563,47635,7579
8600000US30564,30564,ZCTA5 30564,46959,8068
8600000US30565,30565,ZCTA5 30565,48400,15191
8600000US30566,30566,ZCTA5 30566,50130,5301
8600000US30567,30567,ZCTA5 30567,50717,9679
8600000US30568,30568,ZCTA5 30568,50000,24794
8600000US30571,30571,ZCTA5 30571,55463,11826
8600000US30572,30572,ZCTA5 30572,40104,29713
8600000US30573,30573,ZCTA5 30573,126964,11670
8600000US30575,30575,ZCTA5 30575,31250,21296
8600000US30576,30576,ZCTA5 30576,33625,11383
8600000US30577,30577,ZCTA5 30577,38750,4186
8600000US30581,30581,ZCTA5 30581,-,**
8600000US30582,30582,ZCTA5 30582,39848,8543
8600000US30601,30601,ZCTA5 30601,20309,1575
8600000US30602,30602,ZCTA5 30602,-,**
8600000US30605,30605,ZCTA5 30605,30923,1944
8600000US30606,30606,ZCTA5 30606,38301,2113
8600000US30607,30607,ZCTA5 30607,47364,5987
8600000US30609,30609,ZCTA5 30609,-,**
8600000US30619,30619,ZCTA5 30619,42409,11132
8600000US30620,30620,ZCTA5 30620,62593,6800
8600000US30621,30621,ZCTA5 30621,77234,7925
8600000US30622,30622,ZCTA5 30622,59545,8809
8600000US30624,30624,ZCTA5 30624,37591,4786
8600000US30625,30625,ZCTA5 30625,52063,7949
8600000US30627,30627,ZCTA5 30627,34732,10498
8600000US30628,30628,ZCTA5 30628,50101,12410
8600000US30629,30629,ZCTA5 30629,34130,7263
8600000US30630,30630,ZCTA5 30630,50577,17091
8600000US30631,30631,ZCTA5 30631,26250,2974
8600000US30633,30633,ZCTA5 30633,43173,4586
8600000US30634,30634,ZCTA5 30634,43177,18409
8600000US30635,30635,ZCTA5 30635,34670,3434
8600000US30641,30641,ZCTA5 30641,62159,17365
8600000US30642,30642,ZCTA5 30642,47762,3729
8600000US30643,30643,ZCTA5 30643,38611,3599
8600000US30646,30646,ZCTA5 30646,39558,7081
8600000US30648,30648,ZCTA5 30648,41884,4743
8600000US30650,30650,ZCTA5 30650,50702,5987
8600000US30655,30655,ZCTA5 30655,45021,4937
8600000US30656,30656,ZCTA5 30656,56144,3758
8600000US30660,30660,ZCTA5 30660,38203,16895
8600000US30662,30662,ZCTA5 30662,32963,2739
8600000US30663,30663,ZCTA5 30663,49306,14828
8600000US30664,30664,ZCTA5 30664,27500,21922
8600000US30666,30666,ZCTA5 30666,57695,7216
8600000US30667,30667,ZCTA5 30667,39917,10413
8600000US30668,30668,ZCTA5 30668,27011,4717
8600000US30669,30669,ZCTA5 30669,27414,7022
8600000US30673,30673,ZCTA5 30673,33102,3025
8600000US30677,30677,ZCTA5 30677,66757,5814
8600000US30678,30678,ZCTA5 30678,35655,9387
8600000US30680,30680,ZCTA5 30680,49939,2946
8600000US30683,30683,ZCTA5 30683,54032,6276
8600000US30701,30701,ZCTA5 30701,41763,2065
8600000US30705,30705,ZCTA5 30705,35525,3547
8600000US30707,30707,ZCTA5 30707,43888,3887
8600000US30708,30708,ZCTA5 30708,46202,33206
8600000US30710,30710,ZCTA5 30710,51081,5843
8600000US30711,30711,ZCTA5 30711,33887,4169
8600000US30720,30720,ZCTA5 30720,42600,4367
8600000US30721,30721,ZCTA5 30721,37094,2438
8600000US30725,30725,ZCTA5 30725,58110,8872
8600000US30726,30726,ZCTA5 30726,-,**
8600000US30728,30728,ZCTA5 30728,41096,1729
8600000US30730,30730,ZCTA5 30730,34926,9632
8600000US30731,30731,ZCTA5 30731,39961,5212
8600000US30733,30733,ZCTA5 30733,37783,7708
8600000US30734,30734,ZCTA5 30734,42308,15216
8600000US30735,30735,ZCTA5 30735,41786,6293
8600000US30736,30736,ZCTA5 30736,58827,3110
8600000US30738,30738,ZCTA5 30738,50152,10005
8600000US30739,30739,ZCTA5 30739,61351,18329
8600000US30740,30740,ZCTA5 30740,47781,12994
8600000US30741,30741,ZCTA5 30741,33408,2469
8600000US30742,30742,ZCTA5 30742,40594,13917
8600000US30746,30746,ZCTA5 30746,30083,25528
8600000US30747,30747,ZCTA5 30747,31400,3757
8600000US30750,30750,ZCTA5 30750,70875,6720
8600000US30751,30751,ZCTA5 30751,48864,17162
8600000US30752,30752,ZCTA5 30752,44151,5347
8600000US30753,30753,ZCTA5 30753,36627,4831
8600000US30755,30755,ZCTA5 30755,42265,8896
8600000US30756,30756,ZCTA5 30756,16412,763
8600000US30757,30757,ZCTA5 30757,45893,19252
8600000US30802,30802,ZCTA5 30802,64125,9563
8600000US30803,30803,ZCTA5 30803,33750,17064
8600000US30805,30805,ZCTA5 30805,31042,5778
8600000US30807,30807,ZCTA5 30807,54191,10261
8600000US30808,30808,ZCTA5 30808,43423,3081
8600000US30809,30809,ZCTA5 30809,87344,5838
8600000US30810,30810,ZCTA5 30810,38875,6492
8600000US30812,30812,ZCTA5 30812,-,**
8600000US30813,30813,ZCTA5 30813,64481,3703
8600000US30814,30814,ZCTA5 30814,44563,5002
8600000US30815,30815,ZCTA5 30815,47533,4323
8600000US30816,30816,ZCTA5 30816,45568,18201
8600000US30817,30817,ZCTA5 30817,35271,4956
8600000US30818,30818,ZCTA5 30818,41635,24561
8600000US30820,30820,ZCTA5 30820,46546,8078
8600000US30821,30821,ZCTA5 30821,27629,7891
8600000US30822,30822,ZCTA5 30822,30931,24412
8600000US30823,30823,ZCTA5 30823,29118,9591
8600000US30824,30824,ZCTA5 30824,35235,4372
8600000US30828,30828,ZCTA5 30828,27434,6484
8600000US30830,30830,ZCTA5 30830,32506,3790
8600000US30833,30833,ZCTA5 30833,29873,4864
8600000US30901,30901,ZCTA5 30901,17619,1891
8600000US30903,30903,ZCTA5 30903,92232,21059
8600000US30904,30904,ZCTA5 30904,34281,3456
8600000US30905,30905,ZCTA5 30905,48264,4736
8600000US30906,30906,ZCTA5 30906,32323,1863
8600000US30907,30907,ZCTA5 30907,62826,2756
8600000US30909,30909,ZCTA5 30909,42792,2545
8600000US30912,30912,ZCTA5 30912,-,**
8600000US31001,31001,ZCTA5 31001,29200,5130
8600000US31002,31002,ZCTA5 31002,42300,6586
8600000US31003,31003,ZCTA5 31003,29625,13950
8600000US31005,31005,ZCTA5 31005,67434,8787
8600000US31006,31006,ZCTA5 31006,27600,9636
8600000US31007,31007,ZCTA5 31007,28264,2699
8600000US31008,31008,ZCTA5 31008,53283,3127
8600000US31009,31009,ZCTA5 31009,21953,5527
8600000US31011,31011,ZCTA5 31011,48667,13104
8600000US31012,31012,ZCTA5 31012,40625,14271
8600000US31014,31014,ZCTA5 31014,37603,5576
8600000US31015,31015,ZCTA5 31015,31078,3306
8600000US31016,31016,ZCTA5 31016,34531,10151
8600000US31017,31017,ZCTA5 31017,41146,13851
8600000US31018,31018,ZCTA5 31018,40477,5124
8600000US31019,31019,ZCTA5 31019,35469,5555
8600000US31020,31020,ZCTA5 31020,30071,10599
8600000US31021,31021,ZCTA5 31021,31981,3418
8600000US31022,31022,ZCTA5 31022,56779,8508
8600000US31023,31023,ZCTA5 31023,33296,3174
8600000US31024,31024,ZCTA5 31024,43679,3338
8600000US31025,31025,ZCTA5 31025,72850,17690
8600000US31027,31027,ZCTA5 31027,27945,3692
8600000US31028,31028,ZCTA5 31028,53866,4914
8600000US31029,31029,ZCTA5 31029,45359,6228
8600000US31030,31030,ZCTA5 31030,33581,2468
8600000US31031,31031,ZCTA5 31031,36418,3297
8600000US31032,31032,ZCTA5 31032,55464,5159
8600000US31033,31033,ZCTA5 31033,38304,14638
8600000US31035,31035,ZCTA5 31035,42955,8052
8600000US31036,31036,ZCTA5 31036,45150,3353
8600000US31037,31037,ZCTA5 31037,25000,4534
8600000US31038,31038,ZCTA5 31038,43553,14834
8600000US31039,31039,ZCTA5 31039,-,**
8600000US31041,31041,ZCTA5 31041,20083,7255
8600000US31042,31042,ZCTA5 31042,45125,3650
8600000US31044,31044,ZCTA5 31044,26056,5783
8600000US31046,31046,ZCTA5 31046,58117,9662
8600000US31047,31047,ZCTA5 31047,79128,5377
8600000US31049,31049,ZCTA5 31049,43929,12473
8600000US31050,31050,ZCTA5 31050,36844,12555
8600000US31051,31051,ZCTA5 31051,20536,4931
8600000US31052,31052,ZCTA5 31052,62534,3117
8600000US31054,31054,ZCTA5 31054,34583,4406
8600000US31055,31055,ZCTA5 31055,27971,3589
8600000US31057,31057,ZCTA5 31057,33750,13851
8600000US31058,31058,ZCTA5 31058,30724,5388
8600000US31060,31060,ZCTA5 31060,35583,10382
8600000US31061,31061,ZCTA5 31061,32655,2490
8600000US31062,31062,ZCTA5 31062,-,**
8600000US31063,31063,ZCTA5 31063,27945,7032
8600000US31064,31064,ZCTA5 31064,41515,3658
8600000US31065,31065,ZCTA5 31065,26992,4808
8600000US31066,31066,ZCTA5 31066,57750,42741
8600000US31067,31067,ZCTA5 31067,40227,6948
8600000US31068,31068,ZCTA5 31068,28169,5681
8600000US31069,31069,ZCTA5 31069,50378,4755
8600000US31070,31070,ZCTA5 31070,31154,16400
8600000US31071,31071,ZCTA5 31071,33182,6104
8600000US31072,31072,ZCTA5 31072,40116,7814
8600000US31075,31075,ZCTA5 31075,38810,7797
8600000US31076,31076,ZCTA5 31076,31989,5294
8600000US31077,31077,ZCTA5 31077,30313,7855
8600000US31078,31078,ZCTA5 31078,41552,14933
8600000US31079,31079,ZCTA5 31079,35556,6725
8600000US31081,31081,ZCTA5 31081,25049,14044
8600000US31082,31082,ZCTA5 31082,35288,10485
8600000US31083,31083,ZCTA5 31083,35000,25774
8600000US31084,31084,ZCTA5 31084,"2,500-",***
8600000US31085,31085,ZCTA5 31085,43068,11370
8600000US31087,31087,ZCTA5 31087,25433,2505
8600000US31088,31088,ZCTA5 31088,55488,3486
8600000US31089,31089,ZCTA5 31089,33534,4769
8600000US31090,31090,ZCTA5 31090,31200,5318
8600000US31091,31091,ZCTA5 31091,24009,10738
8600000US31092,31092,ZCTA5 31092,29472,5192
8600000US31093,31093,ZCTA5 31093,34114,3346
8600000US31094,31094,ZCTA5 31094,50813,20817
8600000US31096,31096,ZCTA5 31096,31897,5129
8600000US31097,31097,ZCTA5 31097,54808,14812
8600000US31098,31098,ZCTA5 31098,51885,5249
8600000US31201,31201,ZCTA5 31201,16157,1829
8600000US31204,31204,ZCTA5 31204,25572,1581
8600000US31206,31206,ZCTA5 31206,22369,2223
8600000US31207,31207,ZCTA5 31207,-,**
8600000US31210,31210,ZCTA5 31210,60091,2507
8600000US31211,31211,ZCTA5 31211,38453,2302
8600000US31213,31213,ZCTA5 31213,-,**
8600000US31216,31216,ZCTA5 31216,59371,5673
8600000US31217,31217,ZCTA5 31217,32714,2120
8600000US31220,31220,ZCTA5 31220,57512,5936
8600000US31301,31301,ZCTA5 31301,41230,4508
8600000US31302,31302,ZCTA5 31302,54986,6131
8600000US31303,31303,ZCTA5 31303,62361,19351
8600000US31304,31304,ZCTA5 31304,-,**
8600000US31305,31305,ZCTA5 31305,40272,9007
8600000US31307,31307,ZCTA5 31307,49955,13129
8600000US31308,31308,ZCTA5 31308,42717,5913
8600000US31309,31309,ZCTA5 31309,44043,16390
8600000US31312,31312,ZCTA5 31312,68926,6458
8600000US31313,31313,ZCTA5 31313,43773,2310
8600000US31314,31314,ZCTA5 31314,-,**
8600000US31315,31315,ZCTA5 31315,36267,1585
8600000US31316,31316,ZCTA5 31316,47215,6234
8600000US31318,31318,ZCTA5 31318,110526,103576
8600000US31320,31320,ZCTA5 31320,48688,4818
8600000US31321,31321,ZCTA5 31321,44050,10709
8600000US31322,31322,ZCTA5 31322,66192,6084
8600000US31323,31323,ZCTA5 31323,32436,10936
8600000US31324,31324,ZCTA5 31324,75039,4638
8600000US31326,31326,ZCTA5 31326,66364,7380
8600000US31327,31327,ZCTA5 31327,-,**
8600000US31328,31328,ZCTA5 31328,66500,7974
8600000US31329,31329,ZCTA5 31329,51948,6329
8600000US31331,31331,ZCTA5 31331,44886,9573
8600000US31401,31401,ZCTA5 31401,26275,2030
8600000US31404,31404,ZCTA5 31404,32072,1324
8600000US31405,31405,ZCTA5 31405,44660,2902
8600000US31406,31406,ZCTA5 31406,44273,2747
8600000US31407,31407,ZCTA5 31407,68997,9135
