GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
Id,Id2,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Median income (dollars); Estimate; Households,Median income (dollars); Margin of Error; Households,Total; Estimate; Households - One race-- - White,Total; Margin of Error; Households - One race-- - White,Median income (dollars); Estimate; Households - One race-- - White,Median income (dollars); Margin of Error; Households - One race-- - White,Total; Estimate; Households - One race-- - Black or African American,Total; Margin of Error; Households - One race-- - Black or African American,Median income (dollars); Estimate; Households - One race-- - Black or African American,Median income (dollars); Margin of Error; Households - One race-- - Black or African American,Total; Estimate; Households - One race-- - American Indian and Alaska Native,Total; Margin of Error; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Margin of Error; Households - One race-- - American Indian and Alaska Native,Total; Estimate; Households - One race-- - Asian,Total; Margin of Error; Households - One race-- - Asian,Median income (dollars); Estimate; Households - One race-- - Asian,Median income (dollars); Margin of Error; Households - One race-- - Asian,Total; Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; Households - One race-- - Some other race,Total; Margin of Error; Households - One race-- - Some other race,Median income (dollars); Estimate; Households - One race-- - Some other race,Median income (dollars); Margin of Error; Households - One race-- - Some other race,Total; Estimate; Households - Two or more races,Total; Margin of Error; Households - Two or more races,Median income (dollars); Estimate; Households - Two or more races,Median income (dollars); Margin of Error; Households - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),Median income (dollars); Estimate; Hispanic or Latino origin (of any race),Median income (dollars); Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Median income (dollars); Estimate; White alone, not Hispanic or Latino","Median income (dollars); Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Estimate; FAMILIES - Families,Total; Margin of Error; FAMILIES - Families,Median income (dollars); Estimate; FAMILIES - Families,Median income (dollars); Margin of Error; FAMILIES - Families,Total; Estimate; FAMILIES - Families - With own children under 18 years,Total; Margin of Error; FAMILIES - Families - With own children under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With own children under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With own children under 18 years,Total; Estimate; FAMILIES - Families - With no own children under 18 years,Total; Margin of Error; FAMILIES - Families - With no own children under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With no own children under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With no own children under 18 years,Total; Estimate; FAMILIES - Families - Married-couple families,Total; Margin of Error; FAMILIES - Families - Married-couple families,Median income (dollars); Estimate; FAMILIES - Families - Married-couple families,Median income (dollars); Margin of Error; FAMILIES - Families - Married-couple families,"Total; Estimate; FAMILIES - Families - Female householder, no husband present","Total; Margin of Error; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Estimate; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Margin of Error; FAMILIES - Families - Female householder, no husband present","Total; Estimate; FAMILIES - Families - Male householder, no wife present","Total; Margin of Error; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Estimate; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Margin of Error; FAMILIES - Families - Male householder, no wife present",Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months
0400000US13,13,Georgia,3540690,10836,49342,215,63.8,0.1,56472,278,29.9,0.1,36356,272,0.3,0.1,38359,4958,2.9,0.1,64364,1118,0.0,0.1,45920,12091,2.0,0.1,34510,922,1.2,0.1,46698,2082,6.2,0.1,38032,616,60.0,0.1,57820,316,4.1,0.1,23220,601,36.5,0.1,51851,303,39.7,0.1,58662,448,19.6,0.1,36350,303,2407098,10292,59068,325,46.0,0.2,55411,489,54.0,0.2,61671,309,70.4,0.3,74017,399,22.7,0.2,28541,371,6.9,0.2,39226,727,1133592,5992,30623,237,54.1,0.3,26718,258,47.0,0.4,24805,323,7.1,0.2,46169,1400,45.9,0.3,35176,481,36.4,0.3,31796,407,9.6,0.2,51815,915,33.0,(X),(X),(X),33.7,(X),(X),(X),29.8,(X),(X),(X)
8600000US30002,30002,ZCTA5 30002,2583,203,47297,6761,57.5,5.1,75000,11205,36.7,4.8,23616,5170,0.0,1.4,-,**,4.8,3.3,24375,203614,0.0,1.4,-,**,0.5,0.7,-,**,0.4,0.7,-,**,2.8,2.1,21667,26069,56.5,5.1,75143,11205,1.8,1.6,13667,8184,40.7,5.6,34783,13579,42.5,5.2,64083,22835,15.0,2.8,41354,3960,1383,160,76080,15109,52.4,7.7,71544,26472,47.6,7.7,78289,25171,61.5,7.6,99226,32920,31.5,6.5,25587,5774,7.0,4.5,47604,74932,1200,184,35370,4397,51.9,8.0,38717,4365,43.8,7.4,38092,4318,8.1,4.0,54479,48240,48.1,8.0,25708,10516,36.3,8.5,20385,8987,11.8,5.7,42656,46378,21.8,(X),(X),(X),16.6,(X),(X),(X),27.8,(X),(X),(X)
8600000US30004,30004,ZCTA5 30004,20567,618,96036,2960,80.2,1.6,96722,3955,8.9,1.3,68702,13647,0.0,0.1,-,**,8.0,1.1,115288,25487,0.1,0.1,-,**,1.1,0.7,97647,118627,1.6,0.7,100357,57388,7.9,1.4,71653,20369,74.5,2.1,98743,8683,1.3,0.8,49638,20336,43.5,2.5,95848,3853,42.8,2.3,121765,12799,12.4,1.3,55403,9052,16224,588,110399,6427,56.2,3.0,116452,8548,43.8,3.0,99705,7492,85.3,2.6,123022,6948,11.5,2.4,52593,11063,3.3,1.3,76250,23369,4343,530,61118,5878,55.4,6.1,58236,10995,50.4,6.5,54948,12684,4.9,2.9,69329,10683,44.6,6.1,68839,9648,35.9,5.5,58042,15506,8.7,3.3,115863,13467,28.6,(X),(X),(X),29.1,(X),(X),(X),25.2,(X),(X),(X)
8600000US30005,30005,ZCTA5 30005,12129,442,102174,8918,65.6,3.2,119107,7413,9.2,2.4,53151,4495,0.0,0.3,-,**,21.0,2.6,104474,32621,0.1,0.2,-,**,1.7,1.2,16250,18897,2.4,1.3,65859,61594,5.5,2.0,66332,11743,62.2,3.1,121000,9955,1.4,1.5,21624,21868,42.5,2.8,94970,11744,46.4,3.0,142875,17809,9.7,1.8,48182,11055,9552,435,125561,8083,66.0,3.4,130104,8928,34.0,3.4,111553,10554,87.8,2.7,133455,7229,8.4,2.3,56906,27004,3.9,1.9,69408,50646,2577,403,52071,13303,53.2,9.0,50131,15960,52.2,8.9,50037,17631,1.0,1.1,95625,82917,46.8,9.0,60833,47505,36.5,8.9,53170,39414,10.3,4.6,177132,58575,32.7,(X),(X),(X),34.4,(X),(X),(X),26.3,(X),(X),(X)
8600000US30008,30008,ZCTA5 30008,10073,444,44246,4359,44.1,3.3,49402,12620,44.4,3.1,40444,4707,0.2,0.3,-,**,1.8,0.7,57833,13171,0.0,0.4,-,**,7.7,2.2,30417,16039,1.8,1.1,71458,27416,20.5,3.1,37152,5319,33.5,2.7,58462,14429,5.0,1.9,37617,15034,49.1,3.9,44761,7218,33.7,3.4,50202,7534,12.1,1.8,34815,10711,7195,439,44448,7435,49.7,4.5,36357,4384,50.3,4.5,58507,10011,60.4,4.4,65308,5908,30.2,3.9,27417,4476,9.5,3.2,46515,24878,2878,379,35685,8311,55.2,7.0,29583,6722,50.0,6.8,30839,7631,5.2,3.2,19099,8836,44.8,7.0,44200,19389,22.8,6.4,32096,8485,22.0,6.6,55439,10696,35.9,(X),(X),(X),37.7,(X),(X),(X),28.2,(X),(X),(X)
8600000US30009,30009,ZCTA5 30009,5830,375,75379,7785,75.4,4.2,80903,10949,12.2,3.5,26496,7415,0.0,0.6,-,**,10.1,3.2,86435,24188,0.0,0.6,-,**,0.6,0.8,-,**,1.6,1.1,57188,46025,5.2,2.6,36375,35793,70.6,5.0,83709,12099,1.1,1.1,70870,19769,35.4,4.5,76807,30631,39.3,4.6,95271,16659,24.1,3.4,40353,15935,3781,332,95079,13725,54.5,6.1,96162,12854,45.5,6.1,88250,22461,79.9,4.9,108500,17122,15.9,4.5,47000,20280,4.3,2.7,90820,92804,2049,297,44344,8139,56.8,8.6,29514,11168,52.3,9.0,25652,9303,4.5,2.9,97375,27216,43.2,8.6,71964,19496,35.9,8.0,71176,32533,7.3,4.9,72255,77878,29.6,(X),(X),(X),29.7,(X),(X),(X),29.4,(X),(X),(X)
8600000US30011,30011,ZCTA5 30011,4750,334,58146,6535,85.7,4.6,58642,7178,8.5,4.0,69464,30390,1.0,1.1,28500,23795,3.5,2.0,52917,11616,0.0,0.8,-,**,0.6,0.6,69659,23053,0.8,0.7,61786,51739,7.5,4.2,50833,44107,79.6,5.5,58657,6799,3.2,2.0,60278,62689,40.4,4.4,58879,14858,42.8,4.2,66901,12509,13.7,2.9,38606,12048,3728,288,67964,5133,51.4,5.8,63000,13301,48.6,5.8,70504,5890,79.0,5.2,77596,10142,12.9,4.4,39144,5990,8.1,3.7,48611,15743,1022,215,30214,6358,54.7,9.5,29792,6416,43.5,9.3,27569,6439,11.2,5.7,32750,15686,45.3,9.5,30852,18568,31.7,9.1,23125,24534,13.6,6.4,42250,41484,27.7,(X),(X),(X),27.8,(X),(X),(X),24.0,(X),(X),(X)
8600000US30012,30012,ZCTA5 30012,8552,350,41987,3506,54.2,3.4,42500,5292,40.8,3.1,41864,4533,0.2,0.3,-,**,0.9,0.6,37083,54058,0.3,0.5,-,**,2.8,1.2,57917,44671,0.7,0.6,31875,1765,12.4,2.1,32935,8067,45.7,3.0,46641,5026,4.1,1.6,17465,6926,32.6,3.1,44896,5514,41.7,2.8,48319,5396,21.5,2.3,30000,4501,6025,368,47909,2378,47.9,4.1,42628,4563,52.1,4.1,52831,6421,59.6,4.8,57845,6596,30.1,4.9,32256,7309,10.4,2.7,34926,14866,2527,353,25880,4429,53.1,7.4,21686,5786,46.5,7.4,19444,4918,6.6,3.9,50179,29727,46.9,7.4,28961,12275,35.6,6.8,25776,12253,11.3,4.9,50574,32895,28.8,(X),(X),(X),27.9,(X),(X),(X),28.9,(X),(X),(X)
8600000US30013,30013,ZCTA5 30013,8809,371,51184,4179,38.4,3.3,50349,6811,56.5,3.1,51737,6064,0.0,0.4,-,**,2.6,0.8,55110,18978,0.0,0.4,-,**,1.4,1.0,65132,50989,1.1,0.7,34432,25469,5.5,1.4,29732,16398,34.5,3.1,51744,6864,3.5,1.6,21667,17710,37.9,3.6,47472,6467,40.4,3.7,61453,8240,18.2,2.2,39222,8927,6480,381,57724,7209,45.0,3.7,47841,9630,55.0,3.7,67567,8776,65.6,4.3,76651,7363,28.4,3.9,35521,7342,6.0,2.2,44118,11259,2329,337,33094,2997,54.7,8.9,39409,3632,51.0,9.0,39914,4471,3.6,2.6,37578,23971,45.3,8.9,31306,2964,40.6,8.9,31679,2632,4.7,3.4,24085,10926,33.9,(X),(X),(X),34.2,(X),(X),(X),31.2,(X),(X),(X)
