GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC31,HC01_MOE_VC31,HC02_EST_VC31,HC02_MOE_VC31,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC39,HC01_MOE_VC39,HC02_EST_VC39,HC02_MOE_VC39,HC01_EST_VC40,HC01_MOE_VC40,HC02_EST_VC40,HC02_MOE_VC40,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41
Id,Id2,Geography,Total; Estimate; Households,Total; Margin of Error; Households,Median income (dollars); Estimate; Households,Median income (dollars); Margin of Error; Households,Total; Estimate; Households - One race-- - White,Total; Margin of Error; Households - One race-- - White,Median income (dollars); Estimate; Households - One race-- - White,Median income (dollars); Margin of Error; Households - One race-- - White,Total; Estimate; Households - One race-- - Black or African American,Total; Margin of Error; Households - One race-- - Black or African American,Median income (dollars); Estimate; Households - One race-- - Black or African American,Median income (dollars); Margin of Error; Households - One race-- - Black or African American,Total; Estimate; Households - One race-- - American Indian and Alaska Native,Total; Margin of Error; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Estimate; Households - One race-- - American Indian and Alaska Native,Median income (dollars); Margin of Error; Households - One race-- - American Indian and Alaska Native,Total; Estimate; Households - One race-- - Asian,Total; Margin of Error; Households - One race-- - Asian,Median income (dollars); Estimate; Households - One race-- - Asian,Median income (dollars); Margin of Error; Households - One race-- - Asian,Total; Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Estimate; Households - One race-- - Native Hawaiian and Other Pacific Islander,Median income (dollars); Margin of Error; Households - One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; Households - One race-- - Some other race,Total; Margin of Error; Households - One race-- - Some other race,Median income (dollars); Estimate; Households - One race-- - Some other race,Median income (dollars); Margin of Error; Households - One race-- - Some other race,Total; Estimate; Households - Two or more races,Total; Margin of Error; Households - Two or more races,Median income (dollars); Estimate; Households - Two or more races,Median income (dollars); Margin of Error; Households - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),Median income (dollars); Estimate; Hispanic or Latino origin (of any race),Median income (dollars); Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Median income (dollars); Estimate; White alone, not Hispanic or Latino","Median income (dollars); Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 15 to 24 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 25 to 44 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 45 to 64 years,Total; Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Estimate; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Median income (dollars); Margin of Error; HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER - 65 years and over,Total; Estimate; FAMILIES - Families,Total; Margin of Error; FAMILIES - Families,Median income (dollars); Estimate; FAMILIES - Families,Median income (dollars); Margin of Error; FAMILIES - Families,Total; Estimate; FAMILIES - Families - With own children of householder under 18 years,Total; Margin of Error; FAMILIES - Families - With own children of householder under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With own children of householder under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With own children of householder under 18 years,Total; Estimate; FAMILIES - Families - With no own children of householder under 18 years,Total; Margin of Error; FAMILIES - Families - With no own children of householder under 18 years,Median income (dollars); Estimate; FAMILIES - Families - With no own children of householder under 18 years,Median income (dollars); Margin of Error; FAMILIES - Families - With no own children of householder under 18 years,Total; Estimate; FAMILIES - Families - Married-couple families,Total; Margin of Error; FAMILIES - Families - Married-couple families,Median income (dollars); Estimate; FAMILIES - Families - Married-couple families,Median income (dollars); Margin of Error; FAMILIES - Families - Married-couple families,"Total; Estimate; FAMILIES - Families - Female householder, no husband present","Total; Margin of Error; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Estimate; FAMILIES - Families - Female householder, no husband present","Median income (dollars); Margin of Error; FAMILIES - Families - Female householder, no husband present","Total; Estimate; FAMILIES - Families - Male householder, no wife present","Total; Margin of Error; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Estimate; FAMILIES - Families - Male householder, no wife present","Median income (dollars); Margin of Error; FAMILIES - Families - Male householder, no wife present",Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Female householder - Not living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Living alone,Total; Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Estimate; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Median income (dollars); Margin of Error; NONFAMILY HOUSEHOLDS - Nonfamily households - Male householder - Not living alone,Total; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Household income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Family income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Estimate; PERCENT IMPUTED - Nonfamily income in the past 12 months,Median income (dollars); Margin of Error; PERCENT IMPUTED - Nonfamily income in the past 12 months
0400000US13,13,Georgia,3574362,9977,49620,245,63.5,0.1,56615,280,30.0,0.1,36655,299,0.3,0.1,37373,3485,3.0,0.1,65611,1571,0.0,0.1,35595,8177,1.9,0.1,35576,837,1.3,0.1,46768,1993,6.3,0.1,38784,675,59.5,0.1,57966,345,4.0,0.1,23542,595,36.0,0.1,51779,316,39.7,0.1,59082,451,20.3,0.1,37223,321,2423535,9539,59410,330,45.7,0.2,55584,488,54.3,0.2,61970,330,70.4,0.3,74378,417,22.6,0.2,28758,375,7.0,0.2,40042,782,1150827,6118,30883,217,53.9,0.3,26862,263,46.7,0.3,24830,288,7.2,0.2,46758,1318,46.1,0.3,35755,419,36.4,0.3,31956,330,9.7,0.2,52259,974,34.0,(X),(X),(X),34.7,(X),(X),(X),30.7,(X),(X),(X)
8600000US30002,30002,ZCTA5 30002,2682,159,47386,8840,61.4,4.9,70694,12721,32.5,5.2,20632,3000,0.0,1.4,-,**,5.4,2.9,(X),(X),0.0,1.4,-,**,0.4,0.6,-,**,0.4,0.6,-,**,3.1,1.9,(X),(X),59.6,5.1,72153,13075,3.1,1.9,20304,10851,38.1,4.3,36688,24759,40.6,4.4,65161,13708,18.2,3.5,38409,6396,1310,177,95000,18812,53.1,7.9,76833,41959,46.9,7.9,97241,11836,65.5,8.8,(X),(X),30.0,7.7,(X),(X),4.5,3.8,(X),(X),1372,181,32143,4962,52.8,7.8,(X),(X),46.0,7.2,(X),(X),6.9,3.4,(X),(X),47.2,7.8,(X),(X),37.5,9.3,(X),(X),9.7,5.1,(X),(X),24.0,(X),(X),(X),18.6,(X),(X),(X),29.1,(X),(X),(X)
8600000US30004,30004,ZCTA5 30004,20690,554,97234,3690,80.0,2.2,97574,8008,8.8,1.4,69977,18488,0.2,0.3,(X),(X),8.5,1.3,117825,17873,0.1,0.1,-,**,0.5,0.4,(X),(X),1.9,0.9,71563,38353,9.0,1.6,69396,10814,72.6,2.6,105054,10801,1.2,0.9,48955,6056,42.2,2.8,95678,4689,43.1,2.4,128702,12187,13.5,1.6,56411,10954,16228,621,111947,5846,55.6,2.7,115291,5128,44.4,2.7,104881,9624,84.9,2.5,(X),(X),11.8,2.2,(X),(X),3.3,1.1,(X),(X),4462,543,61881,6657,56.6,6.6,54440,13416,49.3,6.7,51985,15137,7.3,3.7,67563,24268,43.4,6.6,69750,7519,34.9,5.7,63257,13756,8.5,3.7,106742,17658,28.6,(X),(X),(X),29.6,(X),(X),(X),23.4,(X),(X),(X)
8600000US30005,30005,ZCTA5 30005,12284,470,106516,12158,65.9,2.5,119662,9639,8.3,2.0,55318,9842,0.0,0.1,-,**,21.4,2.3,101449,25483,0.1,0.1,-,**,1.8,1.0,(X),(X),2.5,1.2,(X),(X),5.2,1.4,101392,42762,62.9,2.5,120000,9069,1.7,1.6,21336,8988,40.9,2.7,100246,6226,48.3,2.5,147169,14367,9.1,1.4,50357,10582,9736,479,126270,5873,65.7,3.8,127036,7607,34.3,3.8,117991,13825,89.4,2.5,(X),(X),6.8,2.1,(X),(X),3.8,1.6,(X),(X),2548,415,47083,12841,48.3,7.7,(X),(X),47.4,7.7,(X),(X),0.8,1.0,(X),(X),51.7,7.7,(X),(X),42.3,7.7,(X),(X),9.5,4.7,(X),(X),28.4,(X),(X),(X),31.0,(X),(X),(X),18.3,(X),(X),(X)
8600000US30008,30008,ZCTA5 30008,10372,481,46068,6717,43.0,2.8,57430,6664,43.7,3.0,40157,3627,0.0,0.1,-,**,1.8,0.9,61250,18185,0.0,0.4,-,**,9.1,2.2,32355,10838,2.3,1.3,71008,43388,20.5,3.0,37813,6038,33.8,2.8,61021,6331,4.7,2.0,38824,16024,49.4,3.8,46301,8969,33.2,3.2,55411,9152,12.7,2.0,34712,5986,7312,509,44009,9048,52.4,4.5,35804,6481,47.6,4.5,58066,8718,57.4,4.6,66052,5039,30.9,4.5,27516,2808,11.6,3.1,31897,28480,3060,445,40632,7662,54.1,6.9,33114,9802,47.6,6.8,31892,8990,6.5,4.1,42039,26336,45.9,6.9,51386,16658,24.1,5.1,36293,8814,21.9,7.4,71227,19885,37.6,(X),(X),(X),39.0,(X),(X),(X),29.9,(X),(X),(X)
8600000US30009,30009,ZCTA5 30009,6129,387,78308,10327,73.2,3.9,84181,7528,13.6,2.8,30298,29761,0.0,0.6,-,**,10.5,2.5,86336,23713,0.0,0.6,-,**,1.4,1.4,(X),(X),1.3,1.0,51750,20255,3.8,1.7,69597,41697,70.2,4.2,84580,6757,0.6,0.6,-,**,32.8,4.6,75188,28094,40.7,4.8,99299,11567,25.9,3.8,40544,12478,3926,348,101157,9726,49.7,7.0,103958,12879,50.3,7.0,97321,19228,76.6,5.1,111841,17576,17.3,4.8,60179,23274,6.1,2.6,99107,37288,2203,329,41943,8651,64.0,8.5,(X),(X),58.0,9.0,(X),(X),6.0,3.2,(X),(X),36.0,8.5,(X),(X),33.6,8.3,(X),(X),2.4,2.3,(X),(X),28.1,(X),(X),(X),29.1,(X),(X),(X),26.3,(X),(X),(X)
8600000US30011,30011,ZCTA5 30011,4752,308,57063,6427,85.2,4.6,57143,5713,9.4,4.4,73750,44570,1.0,1.0,28466,27982,2.3,2.0,44932,15496,0.0,0.8,-,**,0.8,0.8,69205,27751,1.3,0.9,(X),(X),9.9,4.4,33500,31649,76.9,5.9,58815,6083,2.2,1.6,(X),(X),37.5,4.9,(X),(X),46.8,4.6,(X),(X),13.5,2.4,(X),(X),3600,305,68490,5678,47.6,5.6,68482,13625,52.4,5.6,68542,6916,78.4,5.7,79583,11466,14.0,4.8,31445,9294,7.7,3.6,48036,20390,1152,212,28250,7758,46.4,10.1,(X),(X),40.6,10.8,(X),(X),5.7,3.8,(X),(X),53.6,10.1,(X),(X),43.3,10.9,(X),(X),10.3,5.0,(X),(X),31.8,(X),(X),(X),32.8,(X),(X),(X),25.9,(X),(X),(X)
8600000US30012,30012,ZCTA5 30012,8816,357,38745,3461,53.5,2.5,38510,3885,41.8,2.6,39460,5203,0.2,0.4,-,**,1.1,0.6,60114,53390,0.3,0.5,-,**,2.5,1.1,43750,41593,0.6,0.6,31667,28891,12.5,1.9,29805,9123,44.5,2.3,42568,5883,4.1,1.4,15538,5223,33.2,3.1,36304,5936,40.5,3.2,46549,6210,22.2,1.9,31788,5467,6007,371,42853,4515,46.2,3.6,34763,7468,53.8,3.6,50551,5227,59.1,4.9,54290,3642,30.2,4.9,27020,6854,10.7,3.0,32756,16761,2809,320,26541,4265,51.4,7.1,(X),(X),44.4,6.2,(X),(X),7.0,4.1,(X),(X),48.6,7.1,(X),(X),37.6,6.2,(X),(X),11.0,4.9,(X),(X),30.4,(X),(X),(X),27.8,(X),(X),(X),34.0,(X),(X),(X)
8600000US30013,30013,ZCTA5 30013,8923,375,49396,3576,37.9,3.3,48706,6246,56.6,3.3,50646,6158,0.0,0.4,-,**,2.5,0.8,43611,15416,0.0,0.4,-,**,1.4,1.0,65357,44694,1.6,0.8,34146,7822,6.0,1.6,31279,8688,33.2,3.0,50723,6284,2.9,1.3,(X),(X),37.3,3.3,(X),(X),41.5,3.5,(X),(X),18.3,2.4,(X),(X),6409,418,57966,6200,45.8,4.1,46875,6363,54.2,4.1,63511,6157,65.8,4.3,73875,6417,26.6,4.2,39797,6193,7.7,2.8,45972,10409,2514,313,32500,3298,55.5,7.6,35750,10407,51.6,7.9,35329,13629,3.9,2.0,36131,8916,44.5,7.6,32060,2239,40.2,7.2,32296,2678,4.3,3.2,24451,11084,35.6,(X),(X),(X),36.5,(X),(X),(X),32.1,(X),(X),(X)
