GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2012 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2012 inflation-adjusted dollars)
0400000US13,13,Georgia,49604,201
8600000US30002,30002,ZCTA5 30002,50833,13031
8600000US30004,30004,ZCTA5 30004,95194,4871
8600000US30005,30005,ZCTA5 30005,101151,10077
8600000US30008,30008,ZCTA5 30008,45294,5779
8600000US30009,30009,ZCTA5 30009,80361,10905
8600000US30011,30011,ZCTA5 30011,53428,5358
8600000US30012,30012,ZCTA5 30012,46144,3162
8600000US30013,30013,ZCTA5 30013,56895,4328
8600000US30014,30014,ZCTA5 30014,48712,5118
8600000US30016,30016,ZCTA5 30016,51395,2565
8600000US30017,30017,ZCTA5 30017,82500,6655
8600000US30019,30019,ZCTA5 30019,79610,6695
8600000US30021,30021,ZCTA5 30021,30303,2439
8600000US30022,30022,ZCTA5 30022,102065,5060
8600000US30024,30024,ZCTA5 30024,102224,3898
8600000US30025,30025,ZCTA5 30025,46795,5897
8600000US30028,30028,ZCTA5 30028,67411,6799
8600000US30030,30030,ZCTA5 30030,65342,5890
8600000US30032,30032,ZCTA5 30032,34680,2320
8600000US30033,30033,ZCTA5 30033,60033,4377
8600000US30034,30034,ZCTA5 30034,49602,2823
8600000US30035,30035,ZCTA5 30035,41453,4171
8600000US30038,30038,ZCTA5 30038,46679,3588
8600000US30039,30039,ZCTA5 30039,62298,2818
8600000US30040,30040,ZCTA5 30040,82205,3446
8600000US30041,30041,ZCTA5 30041,91866,5671
8600000US30043,30043,ZCTA5 30043,69998,2938
8600000US30044,30044,ZCTA5 30044,53149,1675
8600000US30045,30045,ZCTA5 30045,71824,5952
8600000US30046,30046,ZCTA5 30046,47874,3748
8600000US30047,30047,ZCTA5 30047,69864,2872
8600000US30052,30052,ZCTA5 30052,64022,3812
8600000US30054,30054,ZCTA5 30054,61240,6415
8600000US30055,30055,ZCTA5 30055,58875,9158
8600000US30056,30056,ZCTA5 30056,45380,4161
8600000US30058,30058,ZCTA5 30058,45503,2126
8600000US30060,30060,ZCTA5 30060,36286,2223
8600000US30062,30062,ZCTA5 30062,86567,3671
8600000US30064,30064,ZCTA5 30064,78691,6936
8600000US30066,30066,ZCTA5 30066,76766,3745
