2017,123931126.15624124,23093223.048687365,23604440.615809906,21911366.523218703,20248436.320836626,17456500.54421764,17617159.103470985
2017,123933065.61481388,23306415.901023626,23604440.615809906,19387864.857672717,20248436.320836626,17456500.54421764,19929407.37525337
2017,123933984.32783802,22718702.609206494,23604440.615809906,19976496.86251397,20248436.320836626,17456500.54421764,19929407.37525337
2017,123923053.01087633,23239585.37590536,23604440.615809906,21911366.523218703,20248436.320836626,14989816.799852353,19929407.37525337
2017,123934151.9517148,20797252.391232915,25705528.67197074,21911366.523218703,18134096.445821445,17456500.54421764,19929407.37525337
2017,123919568.86725453,20797252.391232915,26711148.731810093,21911366.523218703,20248436.320836626,17456500.54421764,16794864.355938554
2017,123936263.81375042,20797252.391232915,25942734.583501827,21911366.523218703,20248436.320836626,17456500.54421764,17579973.45074269
2017,123915183.75484638,20797252.391232915,25980782.36008656,19502804.763219282,20248436.320836626,17456500.54421764,19929407.37525337
2017,123912860.47613783,20797252.391232915,27297577.29343916,18183686.551158138,20248436.320836626,17456500.54421764,19929407.37525337
2017,123922005.60354675,18108732.215356074,23604440.615809906,24574488.53207313,20248436.320836626,17456500.54421764,19929407.37525337
2017,123899875.39315815,20797252.391232915,21125459.389325775,24342819.372291833,20248436.320836626,17456500.54421764,19929407.37525337
2017,123892953.5107453,20797252.391232915,21655020.597575195,23806336.281629544,20248436.320836626,17456500.54421764,19929407.37525337
2017,123881245.9258195,20797252.391232915,23604440.615809906,21911366.523218703,23083843.82015928,17456500.54421764,17027842.031181052
2017,123875442.19952327,20797252.391232915,23604440.615809906,21911366.523218703,23311017.769105554,17456500.54421764,16794864.355938554
2017,123916942.1349969,20797252.391232915,21077763.377062272,21911366.523218703,22744651.92401202,17456500.54421764,19929407.37525337
2017,123929765.56619628,20797252.391232915,21279134.923473343,21911366.523218703,22556103.80880033,17456500.54421764,19929407.37525337
2017,123916334.75334533,20797252.391232915,23604440.615809906,21911366.523218703,20248436.320836626,20910407.83746214,16444431.064785035
2017,123933988.04321559,18751781.432595413,23604440.615809906,21911366.523218703,20248436.320836626,19488555.77550158,19929407.37525337
2017,123925627.06473805,18106725.272509497,23604440.615809906,21911366.523218703,20248436.320836626,20125250.95710995,19929407.37525337
2017,123921446.8442004,20797252.391232915,23604440.615809906,21911366.523218703,16883705.087668955,17456500.54421764,23268181.682052277
